label,dataset_path,source_dir,source_path,source_name,score,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,original_crop_path,split_group_key,dataset_weight
positive,face_dataset_png/data/positive/akykla/aleksa/face_11.png,akykla/aleksa,akykla/aleksa/550476.jpg,550476.jpg,0.921360373,88,117,264,58,352,175,,akykla/aleksa,1.0
positive,face_dataset_png/data/positive/akykla/aleksa/face_12.png,akykla/aleksa,akykla/aleksa/656311.jpg,656311.jpg,0.933332264,235,294,171,192,406,486,,akykla/aleksa,1.0
positive,face_dataset_png/data/positive/akykla/aleksa/face_13.png,akykla/aleksa,akykla/aleksa/944458.jpg,944458.jpg,0.919971049,108,144,330,93,438,237,,akykla/aleksa,1.0
positive,face_dataset_png/data/positive/akykla/aleksa/face_14.png,akykla/aleksa,akykla/aleksa/9521.jpg,9521.jpg,0.934746563,214,293,176,114,390,407,,akykla/aleksa,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_1.png,akykla/aleksandra,akykla/aleksandra/172393.jpg,172393.jpg,0.922112823,126,171,181,74,307,245,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_2.png,akykla/aleksandra,akykla/aleksandra/395355.jpg,395355.jpg,0.741818845,114,141,215,78,329,219,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_3.png,akykla/aleksandra,akykla/aleksandra/418610.jpg,418610.jpg,0.840304792,173,255,136,53,309,308,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_4.png,akykla/aleksandra,akykla/aleksandra/527039.jpg,527039.jpg,0.908912182,100,114,172,8,272,122,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_5.png,akykla/aleksandra,akykla/aleksandra/730194.jpg,730194.jpg,0.912786484,62,86,35,148,97,234,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_6.png,akykla/aleksandra,akykla/aleksandra/802063.jpg,802063.jpg,0.883065760,74,101,411,238,485,339,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra/face_7.png,akykla/aleksandra,akykla/aleksandra/923584.jpg,923584.jpg,0.924003303,197,226,167,56,364,282,,akykla/aleksandra,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_1.png,akykla/aleksandra1,akykla/aleksandra1/460998.jpg,460998.jpg,0.915985405,138,186,218,121,356,307,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_2.png,akykla/aleksandra1,akykla/aleksandra1/533600.jpg,533600.jpg,0.889121950,80,115,479,188,559,303,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_3.png,akykla/aleksandra1,akykla/aleksandra1/561646.jpg,561646.jpg,0.769387305,127,193,159,73,286,266,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_4.png,akykla/aleksandra1,akykla/aleksandra1/620819.jpg,620819.jpg,0.894780993,147,264,143,10,290,274,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_5.png,akykla/aleksandra1,akykla/aleksandra1/844330.jpg,844330.jpg,0.917289555,113,170,203,165,316,335,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra1/face_6.png,akykla/aleksandra1,akykla/aleksandra1/986817.jpg,986817.jpg,0.905632436,75,102,235,141,310,243,,akykla/aleksandra1,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra2/face_1.png,akykla/aleksandra2,akykla/aleksandra2/691406.jpg,691406.jpg,0.931809008,123,174,205,72,328,246,,akykla/aleksandra2,1.0
positive,face_dataset_png/data/positive/akykla/aleksandra2/face_2.png,akykla/aleksandra2,akykla/aleksandra2/740021.jpg,740021.jpg,0.932723463,84,120,213,58,297,178,,akykla/aleksandra2,1.0
positive,face_dataset_png/data/positive/akykla/alina/face_1.png,akykla/alina,akykla/alina/355522.jpg,355522.jpg,0.895424664,320,347,370,82,690,429,,akykla/alina,1.0
positive,face_dataset_png/data/positive/akykla/alina/face_2.png,akykla/alina,akykla/alina/42232.jpg,42232.jpg,0.936596870,311,400,321,181,632,581,,akykla/alina,1.0
positive,face_dataset_png/data/positive/akykla/alina/face_3.png,akykla/alina,akykla/alina/477926.jpg,477926.jpg,0.919376254,276,367,461,105,737,472,,akykla/alina,1.0
positive,face_dataset_png/data/positive/akykla/alina/face_4.png,akykla/alina,akykla/alina/715989.jpg,715989.jpg,0.728404939,252,276,200,141,452,417,,akykla/alina,1.0
positive,face_dataset_png/data/positive/akykla/alina/face_5.png,akykla/alina,akykla/alina/989113.jpg,989113.jpg,0.905126333,108,139,379,407,487,546,,akykla/alina,1.0
positive,face_dataset_png/data/positive/akykla/alina1/face_1.png,akykla/alina1,akykla/alina1/34393.jpg,34393.jpg,0.926421285,160,206,126,62,286,268,,akykla/alina1,1.0
positive,face_dataset_png/data/positive/akykla/alina1/face_2.png,akykla/alina1,akykla/alina1/557861.jpg,557861.jpg,0.860695720,106,105,596,134,702,239,,akykla/alina1,1.0
positive,face_dataset_png/data/positive/akykla/alina1/face_3.png,akykla/alina1,akykla/alina1/558624.jpg,558624.jpg,0.912907779,96,119,53,31,149,150,,akykla/alina1,1.0
positive,face_dataset_png/data/positive/akykla/alina1/face_4.png,akykla/alina1,akykla/alina1/876160.jpg,876160.jpg,0.836893499,120,140,46,2,166,142,,akykla/alina1,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_1.png,akykla/alina2,akykla/alina2/178711.jpg,178711.jpg,0.944846034,167,227,169,70,336,297,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_2.png,akykla/alina2,akykla/alina2/356232.jpg,356232.jpg,0.855627656,78,101,555,69,633,170,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_3.png,akykla/alina2,akykla/alina2/427978.jpg,427978.jpg,0.924959064,133,192,218,96,351,288,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_4.png,akykla/alina2,akykla/alina2/440369.jpg,440369.jpg,0.921212792,124,149,205,121,329,270,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_5.png,akykla/alina2,akykla/alina2/508179.jpg,508179.jpg,0.916988015,126,159,191,124,317,283,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_6.png,akykla/alina2,akykla/alina2/525604.jpg,525604.jpg,0.922399700,120,163,477,119,597,282,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_7.png,akykla/alina2,akykla/alina2/600678.jpg,600678.jpg,0.920569718,103,138,194,138,297,276,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_8.png,akykla/alina2,akykla/alina2/658173.jpg,658173.jpg,0.910335064,99,115,139,85,238,200,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_9.png,akykla/alina2,akykla/alina2/727112.jpg,727112.jpg,0.918309093,81,101,200,139,281,240,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_10.png,akykla/alina2,akykla/alina2/738465.jpg,738465.jpg,0.921462059,152,233,146,16,298,249,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_11.png,akykla/alina2,akykla/alina2/786042.jpg,786042.jpg,0.918090343,110,148,267,36,377,184,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_12.png,akykla/alina2,akykla/alina2/80719.jpg,80719.jpg,0.931880236,107,133,202,173,309,306,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_13.png,akykla/alina2,akykla/alina2/901398.jpg,901398.jpg,0.912403047,147,191,174,150,321,341,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina2/face_14.png,akykla/alina2,akykla/alina2/933228.jpg,933228.jpg,0.935987175,101,131,83,47,184,178,,akykla/alina2,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_1.png,akykla/alina3,akykla/alina3/160186.jpg,160186.jpg,0.836037040,65,102,217,73,282,175,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_2.png,akykla/alina3,akykla/alina3/198456.jpg,198456.jpg,0.815373182,108,198,512,154,620,352,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_3.png,akykla/alina3,akykla/alina3/222656.jpg,222656.jpg,0.738945246,94,169,197,104,291,273,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_4.png,akykla/alina3,akykla/alina3/446472.jpg,446472.jpg,0.928696215,154,214,71,95,225,309,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_5.png,akykla/alina3,akykla/alina3/513245.jpg,513245.jpg,0.916269064,98,163,121,152,219,315,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_6.png,akykla/alina3,akykla/alina3/554627.jpg,554627.jpg,0.935107112,86,112,546,142,632,254,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_7.png,akykla/alina3,akykla/alina3/646271.jpg,646271.jpg,0.929653525,198,236,35,102,233,338,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_8.png,akykla/alina3,akykla/alina3/774048.jpg,774048.jpg,0.942581356,184,221,63,98,247,319,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_9.png,akykla/alina3,akykla/alina3/789154.jpg,789154.jpg,0.927087188,98,132,103,137,201,269,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alina3/face_10.png,akykla/alina3,akykla/alina3/935456.jpg,935456.jpg,0.950196922,257,327,118,69,375,396,,akykla/alina3,1.0
positive,face_dataset_png/data/positive/akykla/alisa/face_1.png,akykla/alisa,akykla/alisa/17974.jpg,17974.jpg,0.906001985,113,162,193,129,306,291,,akykla/alisa,1.0
positive,face_dataset_png/data/positive/akykla/alisa/face_2.png,akykla/alisa,akykla/alisa/257873.jpg,257873.jpg,0.920052469,129,188,188,58,317,246,,akykla/alisa,1.0
positive,face_dataset_png/data/positive/akykla/alisa/face_3.png,akykla/alisa,akykla/alisa/483520.jpg,483520.jpg,0.912643313,123,185,215,71,338,256,,akykla/alisa,1.0
positive,face_dataset_png/data/positive/akykla/alisa/face_4.png,akykla/alisa,akykla/alisa/703705.jpg,703705.jpg,0.920144856,119,170,174,76,293,246,,akykla/alisa,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_1.png,akykla/anastasiya,akykla/anastasiya/258484.jpg,258484.jpg,0.920530260,70,83,481,148,551,231,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_2.png,akykla/anastasiya,akykla/anastasiya/30639.jpg,30639.jpg,0.913175702,72,97,203,171,275,268,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_3.png,akykla/anastasiya,akykla/anastasiya/330383.jpg,330383.jpg,0.905156672,75,86,204,217,279,303,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_4.png,akykla/anastasiya,akykla/anastasiya/409576.jpg,409576.jpg,0.921871185,60,80,267,127,327,207,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_5.png,akykla/anastasiya,akykla/anastasiya/442444.jpg,442444.jpg,0.924479723,56,80,225,200,281,280,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_6.png,akykla/anastasiya,akykla/anastasiya/482269.jpg,482269.jpg,0.925830543,69,93,441,238,510,331,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_7.png,akykla/anastasiya,akykla/anastasiya/528961.jpg,528961.jpg,0.924388230,74,90,198,216,272,306,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_8.png,akykla/anastasiya,akykla/anastasiya/785279.jpg,785279.jpg,0.924269080,103,122,267,209,370,331,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_9.png,akykla/anastasiya,akykla/anastasiya/798371.jpg,798371.jpg,0.911631405,105,119,211,219,316,338,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anastasiya/face_10.png,akykla/anastasiya,akykla/anastasiya/897217.jpg,897217.jpg,0.922088921,53,65,288,96,341,161,,akykla/anastasiya,1.0
positive,face_dataset_png/data/positive/akykla/anna/face_1.png,akykla/anna,akykla/anna/215599.jpg,215599.jpg,0.935235083,140,190,516,102,656,292,,akykla/anna,1.0
positive,face_dataset_png/data/positive/akykla/anna/face_2.png,akykla/anna,akykla/anna/381389.jpg,381389.jpg,0.875343621,183,198,230,445,413,643,,akykla/anna,1.0
positive,face_dataset_png/data/positive/akykla/anna/face_3.png,akykla/anna,akykla/anna/955112.jpg,955112.jpg,0.913295150,587,748,0,141,587,889,,akykla/anna,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_1.png,akykla/arina,akykla/arina/262634.jpg,262634.jpg,0.914236486,152,183,195,29,347,212,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_2.png,akykla/arina,akykla/arina/285126.jpg,285126.jpg,0.940273523,102,135,253,51,355,186,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_3.png,akykla/arina,akykla/arina/450500.jpg,450500.jpg,0.917538464,142,184,223,41,365,225,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_4.png,akykla/arina,akykla/arina/75042.jpg,75042.jpg,0.927209258,120,160,207,49,327,209,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_5.png,akykla/arina,akykla/arina/846070.jpg,846070.jpg,0.906387508,128,171,208,35,336,206,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina/face_6.png,akykla/arina,akykla/arina/910798.jpg,910798.jpg,0.854406536,96,116,638,168,734,284,,akykla/arina,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_1.png,akykla/arina1,akykla/arina1/173248.jpg,173248.jpg,0.927142739,101,144,221,165,322,309,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_2.png,akykla/arina1,akykla/arina1/174530.jpg,174530.jpg,0.894864082,61,77,301,233,362,310,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_3.png,akykla/arina1,akykla/arina1/416138.jpg,416138.jpg,0.906447887,66,94,229,209,295,303,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_4.png,akykla/arina1,akykla/arina1/507416.jpg,507416.jpg,0.831717372,49,91,311,62,360,153,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_5.png,akykla/arina1,akykla/arina1/59997.jpg,59997.jpg,0.813441992,191,206,157,144,348,350,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_6.png,akykla/arina1,akykla/arina1/763184.jpg,763184.jpg,0.907633662,61,85,249,152,310,237,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/arina1/face_7.png,akykla/arina1,akykla/arina1/813752.jpg,813752.jpg,0.910066724,135,189,200,106,335,295,,akykla/arina1,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_1.png,akykla/elena,akykla/elena/32379.jpg,32379.jpg,0.889692724,82,110,331,94,413,204,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_2.png,akykla/elena,akykla/elena/331329.jpg,331329.jpg,0.923531651,71,93,506,132,577,225,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_3.png,akykla/elena,akykla/elena/452942.jpg,452942.jpg,0.920602798,92,132,224,89,316,221,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_4.png,akykla/elena,akykla/elena/476013.jpg,476013.jpg,0.910248876,51,65,194,306,245,371,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_5.png,akykla/elena,akykla/elena/500854.jpg,500854.jpg,0.913664401,59,81,246,130,305,211,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena/face_6.png,akykla/elena,akykla/elena/91156.jpg,91156.jpg,0.877818823,78,88,249,116,327,204,,akykla/elena,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_1.png,akykla/elena1,akykla/elena1/172485.jpg,172485.jpg,0.896700382,82,109,220,73,302,182,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_2.png,akykla/elena1,akykla/elena1/31402.jpg,31402.jpg,0.905725956,99,118,219,73,318,191,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_3.png,akykla/elena1,akykla/elena1/339111.jpg,339111.jpg,0.912741303,76,102,240,40,316,142,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_4.png,akykla/elena1,akykla/elena1/349182.jpg,349182.jpg,0.913634777,105,131,191,62,296,193,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_5.png,akykla/elena1,akykla/elena1/365143.jpg,365143.jpg,0.925421417,202,287,219,99,421,386,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_6.png,akykla/elena1,akykla/elena1/440643.jpg,440643.jpg,0.893159688,101,123,283,51,384,174,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_7.png,akykla/elena1,akykla/elena1/488617.jpg,488617.jpg,0.805341303,136,193,204,0,340,193,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_8.png,akykla/elena1,akykla/elena1/714874.jpg,714874.jpg,0.803227127,97,159,583,40,680,199,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_9.png,akykla/elena1,akykla/elena1/846497.jpg,846497.jpg,0.914411962,99,134,241,74,340,208,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena1/face_10.png,akykla/elena1,akykla/elena1/907410.jpg,907410.jpg,0.938993394,132,208,229,67,361,275,,akykla/elena1,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_1.png,akykla/elena2,akykla/elena2/230316.jpg,230316.jpg,0.921659172,147,189,110,17,257,206,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_2.png,akykla/elena2,akykla/elena2/343292.jpg,343292.jpg,0.791729033,126,130,611,0,737,130,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_3.png,akykla/elena2,akykla/elena2/355133.jpg,355133.jpg,0.867947757,97,147,238,7,335,154,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_4.png,akykla/elena2,akykla/elena2/383118.jpg,383118.jpg,0.922797561,160,244,144,49,304,293,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_5.png,akykla/elena2,akykla/elena2/434326.jpg,434326.jpg,0.895471931,162,182,45,56,207,238,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_6.png,akykla/elena2,akykla/elena2/456024.jpg,456024.jpg,0.935312510,152,210,516,98,668,308,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_7.png,akykla/elena2,akykla/elena2/654968.jpg,654968.jpg,0.788545191,101,112,224,158,325,270,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_8.png,akykla/elena2,akykla/elena2/773377.jpg,773377.jpg,0.933990717,154,213,167,24,321,237,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elena2/face_9.png,akykla/elena2,akykla/elena2/973999.jpg,973999.jpg,0.881509840,108,128,608,63,716,191,,akykla/elena2,1.0
positive,face_dataset_png/data/positive/akykla/elvira/face_1.png,akykla/elvira,akykla/elvira/131601.jpg,131601.jpg,0.928168356,147,178,231,360,378,538,,akykla/elvira,1.0
positive,face_dataset_png/data/positive/akykla/elvira/face_2.png,akykla/elvira,akykla/elvira/749858.jpg,749858.jpg,0.900580406,90,118,205,236,295,354,,akykla/elvira,1.0
positive,face_dataset_png/data/positive/akykla/elvira/face_3.png,akykla/elvira,akykla/elvira/839281.jpg,839281.jpg,0.923766792,89,116,430,324,519,440,,akykla/elvira,1.0
positive,face_dataset_png/data/positive/akykla/elvira/face_4.png,akykla/elvira,akykla/elvira/983934.jpg,983934.jpg,0.917399645,104,115,278,173,382,288,,akykla/elvira,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_1.png,akykla/eva,akykla/eva/209167.jpg,209167.jpg,0.810830593,66,82,241,221,307,303,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_2.png,akykla/eva,akykla/eva/209747.jpg,209747.jpg,0.921883047,94,129,187,144,281,273,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_3.png,akykla/eva,akykla/eva/229065.jpg,229065.jpg,0.902935863,73,97,227,142,300,239,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_4.png,akykla/eva,akykla/eva/313568.jpg,313568.jpg,0.902880073,66,92,518,51,584,143,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_5.png,akykla/eva,akykla/eva/357056.jpg,357056.jpg,0.918390691,69,99,239,221,308,320,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_6.png,akykla/eva,akykla/eva/473572.jpg,473572.jpg,0.908662915,107,141,234,177,341,318,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_7.png,akykla/eva,akykla/eva/70556.jpg,70556.jpg,0.867680013,68,88,216,208,284,296,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_8.png,akykla/eva,akykla/eva/832245.jpg,832245.jpg,0.909730554,50,68,192,305,242,373,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_9.png,akykla/eva,akykla/eva/883789.jpg,883789.jpg,0.899708152,64,94,333,122,397,216,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_10.png,akykla/eva,akykla/eva/942414.jpg,942414.jpg,0.874704361,58,88,239,214,297,302,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva/face_11.png,akykla/eva,akykla/eva/983307.jpg,983307.jpg,0.900503993,89,112,244,183,333,295,,akykla/eva,1.0
positive,face_dataset_png/data/positive/akykla/eva1/face_1.png,akykla/eva1,akykla/eva1/368439.jpg,368439.jpg,0.920165718,92,130,320,30,412,160,,akykla/eva1,1.0
positive,face_dataset_png/data/positive/akykla/eva1/face_2.png,akykla/eva1,akykla/eva1/520935.jpg,520935.jpg,0.903982818,162,223,199,49,361,272,,akykla/eva1,1.0
positive,face_dataset_png/data/positive/akykla/eva1/face_3.png,akykla/eva1,akykla/eva1/786621.jpg,786621.jpg,0.918777645,91,115,222,34,313,149,,akykla/eva1,1.0
positive,face_dataset_png/data/positive/akykla/eva1/face_4.png,akykla/eva1,akykla/eva1/874604.jpg,874604.jpg,0.918423891,106,149,322,26,428,175,,akykla/eva1,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_1.png,akykla/lana,akykla/lana/253937.jpg,253937.jpg,0.937772751,269,379,241,115,510,494,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_2.png,akykla/lana,akykla/lana/42205.jpg,42205.jpg,0.891007543,126,147,265,86,391,233,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_3.png,akykla/lana,akykla/lana/465179.jpg,465179.jpg,0.779529572,231,249,125,203,356,452,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_4.png,akykla/lana,akykla/lana/479309.jpg,479309.jpg,0.814233780,243,259,13,298,256,557,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_5.png,akykla/lana,akykla/lana/580505.jpg,580505.jpg,0.805641472,155,165,347,188,502,353,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_6.png,akykla/lana,akykla/lana/665222.jpg,665222.jpg,0.918091774,87,120,248,78,335,198,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_7.png,akykla/lana,akykla/lana/945466.jpg,945466.jpg,0.922169328,89,115,291,198,380,313,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/lana/face_8.png,akykla/lana,akykla/lana/972535.jpg,972535.jpg,0.925804436,221,306,232,171,453,477,,akykla/lana,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_1.png,akykla/leona,akykla/leona/214843.jpg,214843.jpg,0.898982108,133,155,188,112,321,267,,akykla/leona,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_2.png,akykla/leona,akykla/leona/284820.jpg,284820.jpg,0.898654342,111,140,231,88,342,228,,akykla/leona,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_3.png,akykla/leona,akykla/leona/708893.jpg,708893.jpg,0.910007238,111,161,332,142,443,303,,akykla/leona,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_4.png,akykla/leona,akykla/leona/734314.jpg,734314.jpg,0.912619889,86,125,194,44,280,169,,akykla/leona,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_5.png,akykla/leona,akykla/leona/794709.jpg,794709.jpg,0.897458732,125,143,570,212,695,355,,akykla/leona,1.0
positive,face_dataset_png/data/positive/akykla/leona/face_6.png,akykla/leona,akykla/leona/817932.jpg,817932.jpg,0.922987640,98,147,584,168,682,315,,akykla/leona,1.0
