rank,score,source_path,source_dir,source_name,face_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height,size_bucket,image_width,image_height,crop_path
14,0.6576851010322571,vk_user_photos/212506594/previous_avatar.jpg,vk_user_photos/212506594,previous_avatar.jpg,0,540,183,1150,1065,610,882,at_least_48,1440,1800,vk_face_scores/crops/vk_user_photos__212506594__previous_avatar__face_00__score_0.6577.jpg
15,0.6590207815170288,vk_user_photos/439316917/previous_avatar.jpg,vk_user_photos/439316917,previous_avatar.jpg,0,127,0,890,758,763,758,at_least_48,890,1080,vk_face_scores/crops/vk_user_photos__439316917__previous_avatar__face_00__score_0.6590.jpg
16,0.6600098013877869,vk_user_photos/118616259/avatar.jpg,vk_user_photos/118616259,avatar.jpg,0,538,1169,1316,1989,778,820,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__118616259__avatar__face_00__score_0.6600.jpg
17,0.6612695455551147,vk_user_photos/344285155/previous_avatar.jpg,vk_user_photos/344285155,previous_avatar.jpg,0,293,287,885,909,592,622,at_least_48,1080,1440,vk_face_scores/crops/vk_user_photos__344285155__previous_avatar__face_00__score_0.6613.jpg
18,0.6615509390830994,vk_user_photos/250873343/previous_avatar.jpg,vk_user_photos/250873343,previous_avatar.jpg,0,792,378,1609,1304,817,926,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__250873343__previous_avatar__face_00__score_0.6616.jpg
19,0.6638994216918945,vk_user_photos/305072930/previous_avatar.jpg,vk_user_photos/305072930,previous_avatar.jpg,0,533,572,1246,1362,713,790,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__305072930__previous_avatar__face_00__score_0.6639.jpg
20,0.6662912368774414,vk_user_photos/22505982/previous_avatar.jpg,vk_user_photos/22505982,previous_avatar.jpg,0,1088,638,1743,1641,655,1003,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__22505982__previous_avatar__face_00__score_0.6663.jpg
21,0.6676053404808044,vk_user_photos/399053643/avatar.jpg,vk_user_photos/399053643,avatar.jpg,0,421,0,1154,878,733,878,at_least_48,1179,1179,vk_face_scores/crops/vk_user_photos__399053643__avatar__face_00__score_0.6676.jpg
22,0.6677681803703308,vk_user_photos/50447568/avatar.jpg,vk_user_photos/50447568,avatar.jpg,0,599,754,1393,1642,794,888,at_least_48,1709,2560,vk_face_scores/crops/vk_user_photos__50447568__avatar__face_00__score_0.6678.jpg
23,0.6688531637191772,vk_user_photos/676919999/previous_avatar.jpg,vk_user_photos/676919999,previous_avatar.jpg,0,252,582,1011,1415,759,833,at_least_48,1536,2048,vk_face_scores/crops/vk_user_photos__676919999__previous_avatar__face_00__score_0.6689.jpg
24,0.6706728935241699,vk_user_photos/759907121/avatar.jpg,vk_user_photos/759907121,avatar.jpg,0,433,100,1328,1019,895,919,at_least_48,1724,2160,vk_face_scores/crops/vk_user_photos__759907121__avatar__face_00__score_0.6707.jpg
25,0.6711173057556152,vk_user_photos/288243858/previous_avatar.jpg,vk_user_photos/288243858,previous_avatar.jpg,0,697,600,1501,1494,804,894,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__288243858__previous_avatar__face_00__score_0.6711.jpg
26,0.6717525720596313,vk_user_photos/105909298/previous_avatar.jpg,vk_user_photos/105909298,previous_avatar.jpg,0,1069,335,1923,1291,854,956,at_least_48,2048,2560,vk_face_scores/crops/vk_user_photos__105909298__previous_avatar__face_00__score_0.6718.jpg
27,0.6718312501907349,vk_user_photos/137804295/avatar.jpg,vk_user_photos/137804295,avatar.jpg,0,491,559,1194,1322,703,763,at_least_48,1518,2560,vk_face_scores/crops/vk_user_photos__137804295__avatar__face_00__score_0.6718.jpg
28,0.6719282865524292,vk_user_photos/546440054/avatar.jpg,vk_user_photos/546440054,avatar.jpg,0,671,575,1440,1487,769,912,at_least_48,1440,2560,vk_face_scores/crops/vk_user_photos__546440054__avatar__face_00__score_0.6719.jpg
29,0.6725162267684937,vk_user_photos/183286554/avatar.jpg,vk_user_photos/183286554,avatar.jpg,0,444,606,1248,1474,804,868,at_least_48,1707,2560,vk_face_scores/crops/vk_user_photos__183286554__avatar__face_00__score_0.6725.jpg
30,0.673973023891449,vk_user_photos/68927/previous_avatar.jpg,vk_user_photos/68927,previous_avatar.jpg,0,601,776,817,1074,216,298,at_least_48,1460,1946,vk_face_scores/crops/vk_user_photos__68927__previous_avatar__face_00__score_0.6740.jpg
31,0.6747965812683105,vk_user_photos/44030138/avatar.jpg,vk_user_photos/44030138,avatar.jpg,0,893,90,1450,799,557,709,at_least_48,2560,1561,vk_face_scores/crops/vk_user_photos__44030138__avatar__face_00__score_0.6748.jpg
32,0.6758692860603333,vk_user_photos/299502561/avatar.jpg,vk_user_photos/299502561,avatar.jpg,0,427,7,1188,792,761,785,at_least_48,1284,1284,vk_face_scores/crops/vk_user_photos__299502561__avatar__face_00__score_0.6759.jpg
33,0.6764072179794312,vk_user_photos/559748327/previous_avatar.jpg,vk_user_photos/559748327,previous_avatar.jpg,0,1065,318,1824,1177,759,859,at_least_48,2560,1923,vk_face_scores/crops/vk_user_photos__559748327__previous_avatar__face_00__score_0.6764.jpg
34,0.6797394156455994,vk_user_photos/169902419/avatar.jpg,vk_user_photos/169902419,avatar.jpg,0,888,581,1530,1407,642,826,at_least_48,2048,2560,vk_face_scores/crops/vk_user_photos__169902419__avatar__face_00__score_0.6797.jpg
35,0.6802186369895935,vk_user_photos/74251569/previous_avatar.jpg,vk_user_photos/74251569,previous_avatar.jpg,0,395,0,747,395,352,395,at_least_48,1242,1654,vk_face_scores/crops/vk_user_photos__74251569__previous_avatar__face_00__score_0.6802.jpg
36,0.681296169757843,vk_user_photos/270433569/avatar.jpg,vk_user_photos/270433569,avatar.jpg,0,808,75,1598,959,790,884,at_least_48,1707,2560,vk_face_scores/crops/vk_user_photos__270433569__avatar__face_00__score_0.6813.jpg
37,0.6817512512207031,vk_user_photos/456835994/avatar.jpg,vk_user_photos/456835994,avatar.jpg,0,511,632,1140,1408,629,776,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__456835994__avatar__face_00__score_0.6818.jpg
38,0.682269811630249,vk_user_photos/532450544/avatar.jpg,vk_user_photos/532450544,avatar.jpg,0,921,0,1792,1045,871,1045,at_least_48,2035,2035,vk_face_scores/crops/vk_user_photos__532450544__avatar__face_00__score_0.6823.jpg
39,0.6827055215835571,vk_user_photos/288243858/avatar.jpg,vk_user_photos/288243858,avatar.jpg,0,402,533,1078,1259,676,726,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__288243858__avatar__face_00__score_0.6827.jpg
40,0.6833547353744507,vk_user_photos/743159315/avatar.jpg,vk_user_photos/743159315,avatar.jpg,0,355,280,1166,1219,811,939,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__743159315__avatar__face_00__score_0.6834.jpg
41,0.6833938360214233,vk_user_photos/277798315/avatar.jpg,vk_user_photos/277798315,avatar.jpg,0,218,350,926,1275,708,925,at_least_48,926,1430,vk_face_scores/crops/vk_user_photos__277798315__avatar__face_00__score_0.6834.jpg
42,0.683565616607666,vk_user_photos/44515003/previous_avatar.jpg,vk_user_photos/44515003,previous_avatar.jpg,0,649,629,864,872,215,243,at_least_48,1440,2560,vk_face_scores/crops/vk_user_photos__44515003__previous_avatar__face_00__score_0.6836.jpg
43,0.6836816072463989,vk_user_photos/248139651/previous_avatar.jpg,vk_user_photos/248139651,previous_avatar.jpg,0,1584,1192,2326,2031,742,839,at_least_48,2382,2560,vk_face_scores/crops/vk_user_photos__248139651__previous_avatar__face_00__score_0.6837.jpg
44,0.6842364072799683,vk_user_photos/702426801/avatar.jpg,vk_user_photos/702426801,avatar.jpg,0,100,0,959,828,859,828,at_least_48,1215,1519,vk_face_scores/crops/vk_user_photos__702426801__avatar__face_00__score_0.6842.jpg
45,0.6852982044219971,vk_user_photos/767852461/previous_avatar.jpg,vk_user_photos/767852461,previous_avatar.jpg,0,338,109,1211,989,873,880,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__767852461__previous_avatar__face_00__score_0.6853.jpg
46,0.6855841279029846,vk_user_photos/446062202/avatar.jpg,vk_user_photos/446062202,avatar.jpg,0,457,304,673,537,216,233,at_least_48,750,746,vk_face_scores/crops/vk_user_photos__446062202__avatar__face_00__score_0.6856.jpg
47,0.6856216192245483,vk_user_photos/837766430/previous_avatar.jpg,vk_user_photos/837766430,previous_avatar.jpg,0,753,765,1397,1551,644,786,at_least_48,1853,1802,vk_face_scores/crops/vk_user_photos__837766430__previous_avatar__face_00__score_0.6856.jpg
48,0.6867520213127136,vk_user_photos/298428243/previous_avatar.jpg,vk_user_photos/298428243,previous_avatar.jpg,0,240,726,1085,1564,845,838,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__298428243__previous_avatar__face_00__score_0.6868.jpg
49,0.687656044960022,vk_user_photos/564082371/avatar.jpg,vk_user_photos/564082371,avatar.jpg,0,657,50,1271,902,614,852,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__564082371__avatar__face_00__score_0.6877.jpg
50,0.6877990961074829,vk_user_photos/659168184/avatar.jpg,vk_user_photos/659168184,avatar.jpg,0,182,1992,531,2452,349,460,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__659168184__avatar__face_00__score_0.6878.jpg
51,0.6885100603103638,vk_user_photos/246986296/avatar.jpg,vk_user_photos/246986296,avatar.jpg,0,666,577,1284,1303,618,726,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__246986296__avatar__face_00__score_0.6885.jpg
52,0.6894267201423645,vk_user_photos/1720126/avatar.jpg,vk_user_photos/1720126,avatar.jpg,0,209,214,666,688,457,474,at_least_48,736,1309,vk_face_scores/crops/vk_user_photos__1720126__avatar__face_00__score_0.6894.jpg
53,0.6904028654098511,vk_user_photos/106563475/avatar.jpg,vk_user_photos/106563475,avatar.jpg,0,462,819,502,875,40,56,below_48,1283,2009,vk_face_scores/crops/vk_user_photos__106563475__avatar__face_00__score_0.6904.jpg
54,0.6907660365104675,vk_user_photos/7147638/previous_avatar.jpg,vk_user_photos/7147638,previous_avatar.jpg,0,266,106,810,717,544,611,at_least_48,1000,1000,vk_face_scores/crops/vk_user_photos__7147638__previous_avatar__face_00__score_0.6908.jpg
55,0.6910811066627502,vk_user_photos/836702078/avatar.jpg,vk_user_photos/836702078,avatar.jpg,0,517,186,1366,1085,849,899,at_least_48,1950,2557,vk_face_scores/crops/vk_user_photos__836702078__avatar__face_00__score_0.6911.jpg
56,0.6930322647094727,vk_user_photos/274766404/previous_avatar.jpg,vk_user_photos/274766404,previous_avatar.jpg,0,439,387,1313,1381,874,994,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__274766404__previous_avatar__face_00__score_0.6930.jpg
57,0.6934797167778015,vk_user_photos/546557851/avatar.jpg,vk_user_photos/546557851,avatar.jpg,0,180,140,504,521,324,381,at_least_48,736,736,vk_face_scores/crops/vk_user_photos__546557851__avatar__face_00__score_0.6935.jpg
58,0.6966358423233032,vk_user_photos/250873343/avatar.jpg,vk_user_photos/250873343,avatar.jpg,0,472,235,1282,1116,810,881,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__250873343__avatar__face_00__score_0.6966.jpg
59,0.697918176651001,vk_user_photos/198813213/previous_avatar.jpg,vk_user_photos/198813213,previous_avatar.jpg,0,791,809,1032,1264,241,455,at_least_48,1919,2560,vk_face_scores/crops/vk_user_photos__198813213__previous_avatar__face_00__score_0.6979.jpg
60,0.6980756521224976,vk_user_photos/458826640/previous_avatar.jpg,vk_user_photos/458826640,previous_avatar.jpg,0,593,185,895,631,302,446,at_least_48,1224,2160,vk_face_scores/crops/vk_user_photos__458826640__previous_avatar__face_00__score_0.6981.jpg
61,0.6986785531044006,vk_user_photos/46079811/avatar.jpg,vk_user_photos/46079811,avatar.jpg,0,577,771,1325,1563,748,792,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__46079811__avatar__face_00__score_0.6987.jpg
62,0.6993568539619446,vk_user_photos/473977204/previous_avatar.jpg,vk_user_photos/473977204,previous_avatar.jpg,0,222,23,401,234,179,211,at_least_48,548,768,vk_face_scores/crops/vk_user_photos__473977204__previous_avatar__face_00__score_0.6994.jpg
63,0.7014973759651184,vk_user_photos/358591834/avatar.jpg,vk_user_photos/358591834,avatar.jpg,0,617,539,1359,1286,742,747,at_least_48,1989,2560,vk_face_scores/crops/vk_user_photos__358591834__avatar__face_00__score_0.7015.jpg
64,0.7016703486442566,vk_user_photos/444270381/previous_avatar.jpg,vk_user_photos/444270381,previous_avatar.jpg,0,0,43,627,795,627,752,at_least_48,800,795,vk_face_scores/crops/vk_user_photos__444270381__previous_avatar__face_00__score_0.7017.jpg
65,0.7031273245811462,vk_user_photos/321889021/previous_avatar.jpg,vk_user_photos/321889021,previous_avatar.jpg,0,330,527,940,1286,610,759,at_least_48,1080,1608,vk_face_scores/crops/vk_user_photos__321889021__previous_avatar__face_00__score_0.7031.jpg
66,0.7031322717666626,vk_user_photos/473977204/avatar.jpg,vk_user_photos/473977204,avatar.jpg,0,434,141,1142,999,708,858,at_least_48,1728,2156,vk_face_scores/crops/vk_user_photos__473977204__avatar__face_00__score_0.7031.jpg
67,0.70384681224823,vk_user_photos/617273334/previous_avatar.jpg,vk_user_photos/617273334,previous_avatar.jpg,0,161,85,262,204,101,119,at_least_48,720,720,vk_face_scores/crops/vk_user_photos__617273334__previous_avatar__face_00__score_0.7038.jpg
68,0.7041580080986023,vk_user_photos/44515003/avatar.jpg,vk_user_photos/44515003,avatar.jpg,0,1052,229,1802,1106,750,877,at_least_48,2560,1920,vk_face_scores/crops/vk_user_photos__44515003__avatar__face_00__score_0.7042.jpg
69,0.7041759490966797,vk_user_photos/630778501/previous_avatar.jpg,vk_user_photos/630778501,previous_avatar.jpg,0,736,250,1439,1127,703,877,at_least_48,1620,2160,vk_face_scores/crops/vk_user_photos__630778501__previous_avatar__face_00__score_0.7042.jpg
70,0.7061367630958557,vk_user_photos/787225592/avatar.jpg,vk_user_photos/787225592,avatar.jpg,0,561,767,1336,1534,775,767,at_least_48,1906,2560,vk_face_scores/crops/vk_user_photos__787225592__avatar__face_00__score_0.7061.jpg
71,0.7067351341247559,vk_user_photos/646295660/previous_avatar.jpg,vk_user_photos/646295660,previous_avatar.jpg,0,515,229,1166,1094,651,865,at_least_48,1620,2160,vk_face_scores/crops/vk_user_photos__646295660__previous_avatar__face_00__score_0.7067.jpg
72,0.7075002193450928,vk_user_photos/336882453/previous_avatar.jpg,vk_user_photos/336882453,previous_avatar.jpg,0,364,210,1085,1106,721,896,at_least_48,1357,1313,vk_face_scores/crops/vk_user_photos__336882453__previous_avatar__face_00__score_0.7075.jpg
73,0.7075230479240417,vk_user_photos/789943565/previous_avatar.jpg,vk_user_photos/789943565,previous_avatar.jpg,0,143,352,604,942,461,590,at_least_48,1440,1800,vk_face_scores/crops/vk_user_photos__789943565__previous_avatar__face_00__score_0.7075.jpg
74,0.7077479362487793,vk_user_photos/25802046/previous_avatar.jpg,vk_user_photos/25802046,previous_avatar.jpg,0,339,673,797,1293,458,620,at_least_48,1608,2427,vk_face_scores/crops/vk_user_photos__25802046__previous_avatar__face_00__score_0.7077.jpg
75,0.7084506154060364,vk_user_photos/482599722/avatar.jpg,vk_user_photos/482599722,avatar.jpg,0,958,406,1754,1306,796,900,at_least_48,2468,1852,vk_face_scores/crops/vk_user_photos__482599722__avatar__face_00__score_0.7085.jpg
76,0.7105206847190857,vk_user_photos/655435850/avatar.jpg,vk_user_photos/655435850,avatar.jpg,0,382,432,1115,1227,733,795,at_least_48,1500,1500,vk_face_scores/crops/vk_user_photos__655435850__avatar__face_00__score_0.7105.jpg
77,0.7107007503509521,vk_user_photos/141958279/avatar.jpg,vk_user_photos/141958279,avatar.jpg,0,418,286,653,604,235,318,at_least_48,853,1280,vk_face_scores/crops/vk_user_photos__141958279__avatar__face_00__score_0.7107.jpg
78,0.7107123732566833,vk_user_photos/678219727/previous_avatar.jpg,vk_user_photos/678219727,previous_avatar.jpg,0,122,127,685,776,563,649,at_least_48,1080,1350,vk_face_scores/crops/vk_user_photos__678219727__previous_avatar__face_00__score_0.7107.jpg
79,0.7121390104293823,vk_user_photos/118616259/previous_avatar.jpg,vk_user_photos/118616259,previous_avatar.jpg,0,524,742,1238,1480,714,738,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__118616259__previous_avatar__face_00__score_0.7121.jpg
80,0.7121981382369995,vk_user_photos/742892120/previous_avatar.jpg,vk_user_photos/742892120,previous_avatar.jpg,0,567,869,1306,1636,739,767,at_least_48,2048,2560,vk_face_scores/crops/vk_user_photos__742892120__previous_avatar__face_00__score_0.7122.jpg
81,0.7126753330230713,vk_user_photos/277216175/avatar.jpg,vk_user_photos/277216175,avatar.jpg,0,879,537,1707,1546,828,1009,at_least_48,2360,2560,vk_face_scores/crops/vk_user_photos__277216175__avatar__face_00__score_0.7127.jpg
82,0.712914764881134,vk_user_photos/862299001/previous_avatar.jpg,vk_user_photos/862299001,previous_avatar.jpg,0,228,450,616,907,388,457,at_least_48,1080,1440,vk_face_scores/crops/vk_user_photos__862299001__previous_avatar__face_00__score_0.7129.jpg
83,0.7130728363990784,vk_user_photos/20386334/avatar.jpg,vk_user_photos/20386334,avatar.jpg,0,778,272,1545,1177,767,905,at_least_48,2540,2560,vk_face_scores/crops/vk_user_photos__20386334__avatar__face_00__score_0.7131.jpg
84,0.7132725119590759,vk_user_photos/19208798/previous_avatar.jpg,vk_user_photos/19208798,previous_avatar.jpg,0,436,353,1323,1208,887,855,at_least_48,1536,2048,vk_face_scores/crops/vk_user_photos__19208798__previous_avatar__face_00__score_0.7133.jpg
85,0.7143110036849976,vk_user_photos/245642343/avatar.jpg,vk_user_photos/245642343,avatar.jpg,0,373,368,1128,1209,755,841,at_least_48,1500,1994,vk_face_scores/crops/vk_user_photos__245642343__avatar__face_00__score_0.7143.jpg
86,0.7143135666847229,vk_user_photos/690166553/previous_avatar.jpg,vk_user_photos/690166553,previous_avatar.jpg,0,630,221,1438,1147,808,926,at_least_48,1620,2160,vk_face_scores/crops/vk_user_photos__690166553__previous_avatar__face_00__score_0.7143.jpg
87,0.7158073782920837,vk_user_photos/44030138/previous_avatar.jpg,vk_user_photos/44030138,previous_avatar.jpg,0,0,4,469,586,469,582,at_least_48,864,1080,vk_face_scores/crops/vk_user_photos__44030138__previous_avatar__face_00__score_0.7158.jpg
88,0.7164294719696045,vk_user_photos/704416046/previous_avatar.jpg,vk_user_photos/704416046,previous_avatar.jpg,0,440,101,1142,966,702,865,at_least_48,1163,1455,vk_face_scores/crops/vk_user_photos__704416046__previous_avatar__face_00__score_0.7164.jpg
89,0.7165395617485046,vk_user_photos/828396321/avatar.jpg,vk_user_photos/828396321,avatar.jpg,0,374,189,1200,1192,826,1003,at_least_48,1620,2160,vk_face_scores/crops/vk_user_photos__828396321__avatar__face_00__score_0.7165.jpg
90,0.7173446416854858,vk_user_photos/169902419/previous_avatar.jpg,vk_user_photos/169902419,previous_avatar.jpg,0,418,217,1149,1123,731,906,at_least_48,1440,2160,vk_face_scores/crops/vk_user_photos__169902419__previous_avatar__face_00__score_0.7173.jpg
91,0.717644989490509,vk_user_photos/316122340/previous_avatar.jpg,vk_user_photos/316122340,previous_avatar.jpg,0,438,761,1062,1515,624,754,at_least_48,2532,2533,vk_face_scores/crops/vk_user_photos__316122340__previous_avatar__face_00__score_0.7176.jpg
92,0.7179009318351746,vk_user_photos/399421621/avatar.jpg,vk_user_photos/399421621,avatar.jpg,0,614,123,1455,995,841,872,at_least_48,2346,2560,vk_face_scores/crops/vk_user_photos__399421621__avatar__face_00__score_0.7179.jpg
93,0.7183247208595276,vk_user_photos/52809441/avatar.jpg,vk_user_photos/52809441,avatar.jpg,0,614,880,703,1023,89,143,at_least_48,1440,2160,vk_face_scores/crops/vk_user_photos__52809441__avatar__face_00__score_0.7183.jpg
94,0.7185692191123962,vk_user_photos/145457508/previous_avatar.jpg,vk_user_photos/145457508,previous_avatar.jpg,0,270,320,725,804,455,484,at_least_48,828,1472,vk_face_scores/crops/vk_user_photos__145457508__previous_avatar__face_00__score_0.7186.jpg
95,0.7186505794525146,vk_user_photos/667881676/previous_avatar.jpg,vk_user_photos/667881676,previous_avatar.jpg,0,530,484,1261,1285,731,801,at_least_48,1620,2160,vk_face_scores/crops/vk_user_photos__667881676__previous_avatar__face_00__score_0.7187.jpg
96,0.7188991904258728,vk_user_photos/662555485/avatar.jpg,vk_user_photos/662555485,avatar.jpg,0,291,310,1091,1196,800,886,at_least_48,1536,2048,vk_face_scores/crops/vk_user_photos__662555485__avatar__face_00__score_0.7189.jpg
97,0.7195584177970886,vk_user_photos/676919999/avatar.jpg,vk_user_photos/676919999,avatar.jpg,0,714,194,1378,960,664,766,at_least_48,2048,1536,vk_face_scores/crops/vk_user_photos__676919999__avatar__face_00__score_0.7196.jpg
98,0.7200049161911011,vk_user_photos/222913281/avatar.jpg,vk_user_photos/222913281,avatar.jpg,0,596,497,1282,1321,686,824,at_least_48,1920,2560,vk_face_scores/crops/vk_user_photos__222913281__avatar__face_00__score_0.7200.jpg
99,0.7206880450248718,vk_user_photos/278978085/previous_avatar.jpg,vk_user_photos/278978085,previous_avatar.jpg,0,33,741,143,886,110,145,at_least_48,1440,1795,vk_face_scores/crops/vk_user_photos__278978085__previous_avatar__face_00__score_0.7207.jpg
100,0.7214462161064148,vk_user_photos/704233210/avatar.jpg,vk_user_photos/704233210,avatar.jpg,0,601,642,1300,1516,699,874,at_least_48,1920,2472,vk_face_scores/crops/vk_user_photos__704233210__avatar__face_00__score_0.7214.jpg
101,0.7220796346664429,vk_user_photos/151233196/previous_avatar.jpg,vk_user_photos/151233196,previous_avatar.jpg,0,217,287,885,1032,668,745,at_least_48,1320,2271,vk_face_scores/crops/vk_user_photos__151233196__previous_avatar__face_00__score_0.7221.jpg
102,0.7221897840499878,vk_user_photos/614429530/previous_avatar.jpg,vk_user_photos/614429530,previous_avatar.jpg,0,407,23,1080,783,673,760,at_least_48,1080,1611,vk_face_scores/crops/vk_user_photos__614429530__previous_avatar__face_00__score_0.7222.jpg
103,0.7224360108375549,vk_user_photos/439398294/previous_avatar.jpg,vk_user_photos/439398294,previous_avatar.jpg,0,0,106,222,399,222,293,at_least_48,360,640,vk_face_scores/crops/vk_user_photos__439398294__previous_avatar__face_00__score_0.7224.jpg
104,0.7225009799003601,vk_user_photos/616146499/previous_avatar.jpg,vk_user_photos/616146499,previous_avatar.jpg,0,233,106,474,394,241,288,at_least_48,750,1000,vk_face_scores/crops/vk_user_photos__616146499__previous_avatar__face_00__score_0.7225.jpg
105,0.7242417335510254,vk_user_photos/29355166/avatar.jpg,vk_user_photos/29355166,avatar.jpg,0,771,300,1275,1054,504,754,at_least_48,1736,2560,vk_face_scores/crops/vk_user_photos__29355166__avatar__face_00__score_0.7242.jpg
106,0.7243922352790833,vk_user_photos/848497863/avatar.jpg,vk_user_photos/848497863,avatar.jpg,0,200,232,750,865,550,633,at_least_48,1080,1238,vk_face_scores/crops/vk_user_photos__848497863__avatar__face_00__score_0.7244.jpg
107,0.7243984937667847,vk_user_photos/717804369/avatar.jpg,vk_user_photos/717804369,avatar.jpg,0,274,0,398,102,124,102,at_least_48,736,730,vk_face_scores/crops/vk_user_photos__717804369__avatar__face_00__score_0.7244.jpg
108,0.7246859669685364,vk_user_photos/411417294/avatar.jpg,vk_user_photos/411417294,avatar.jpg,0,241,108,828,791,587,683,at_least_48,828,1472,vk_face_scores/crops/vk_user_photos__411417294__avatar__face_00__score_0.7247.jpg
109,0.72611004114151,vk_user_photos/687692499/previous_avatar.jpg,vk_user_photos/687692499,previous_avatar.jpg,0,838,247,1638,1190,800,943,at_least_48,1638,2048,vk_face_scores/crops/vk_user_photos__687692499__previous_avatar__face_00__score_0.7261.jpg
110,0.7261316180229187,vk_user_photos/402937331/avatar.jpg,vk_user_photos/402937331,avatar.jpg,0,238,277,630,833,392,556,at_least_48,1080,1375,vk_face_scores/crops/vk_user_photos__402937331__avatar__face_00__score_0.7261.jpg
111,0.7269119024276733,vk_user_photos/52809441/previous_avatar.jpg,vk_user_photos/52809441,previous_avatar.jpg,0,711,1042,854,1230,143,188,at_least_48,1707,2560,vk_face_scores/crops/vk_user_photos__52809441__previous_avatar__face_00__score_0.7269.jpg
