label,dataset_path,source_dir,source_path,source_name,score,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,original_crop_path
negative,face_dataset/data/negative/vk_user_photos/5060661/face_1.jpg,vk_user_photos/5060661,vk_user_photos/5060661/avatar.jpg,avatar.jpg,0.947050273,343,486,330,144,673,630,vk_face_scores/crops/vk_user_photos__5060661__avatar__face_00__score_0.9471.jpg
negative,face_dataset/data/negative/vk_user_photos/5060661/face_2.jpg,vk_user_photos/5060661,vk_user_photos/5060661/previous_avatar.jpg,previous_avatar.jpg,0.924503922,487,678,681,589,1168,1267,vk_face_scores/crops/vk_user_photos__5060661__previous_avatar__face_00__score_0.9245.jpg
negative,face_dataset/data/negative/vk_user_photos/5400263/face_1.jpg,vk_user_photos/5400263,vk_user_photos/5400263/avatar.jpg,avatar.jpg,0.919879556,265,385,821,301,1086,686,vk_face_scores/crops/vk_user_photos__5400263__avatar__face_00__score_0.9199.jpg
negative,face_dataset/data/negative/vk_user_photos/5592362/face_1.jpg,vk_user_photos/5592362,vk_user_photos/5592362/avatar.jpg,avatar.jpg,0.924821675,330,487,893,237,1223,724,vk_face_scores/crops/vk_user_photos__5592362__avatar__face_00__score_0.9248.jpg
negative,face_dataset/data/negative/vk_user_photos/5592362/face_2.jpg,vk_user_photos/5592362,vk_user_photos/5592362/previous_avatar.jpg,previous_avatar.jpg,0.899602890,222,291,87,188,309,479,vk_face_scores/crops/vk_user_photos__5592362__previous_avatar__face_00__score_0.8996.jpg
negative,face_dataset/data/negative/vk_user_photos/6076624/face_1.jpg,vk_user_photos/6076624,vk_user_photos/6076624/avatar.jpg,avatar.jpg,0.921782792,217,251,603,196,820,447,vk_face_scores/crops/vk_user_photos__6076624__avatar__face_00__score_0.9218.jpg
negative,face_dataset/data/negative/vk_user_photos/6076624/face_2.jpg,vk_user_photos/6076624,vk_user_photos/6076624/previous_avatar.jpg,previous_avatar.jpg,0.904513419,50,67,686,518,736,585,vk_face_scores/crops/vk_user_photos__6076624__previous_avatar__face_00__score_0.9045.jpg
negative,face_dataset/data/negative/vk_user_photos/6437474/face_1.jpg,vk_user_photos/6437474,vk_user_photos/6437474/avatar.jpg,avatar.jpg,0.866199195,153,285,103,8,256,293,vk_face_scores/crops/vk_user_photos__6437474__avatar__face_00__score_0.8662.jpg
negative,face_dataset/data/negative/vk_user_photos/6437474/face_2.jpg,vk_user_photos/6437474,vk_user_photos/6437474/previous_avatar.jpg,previous_avatar.jpg,0.907352388,607,755,534,218,1141,973,vk_face_scores/crops/vk_user_photos__6437474__previous_avatar__face_00__score_0.9074.jpg
negative,face_dataset/data/negative/vk_user_photos/6506792/face_1.jpg,vk_user_photos/6506792,vk_user_photos/6506792/previous_avatar.jpg,previous_avatar.jpg,0.941304684,390,465,581,568,971,1033,vk_face_scores/crops/vk_user_photos__6506792__previous_avatar__face_00__score_0.9413.jpg
negative,face_dataset/data/negative/vk_user_photos/6627223/face_1.jpg,vk_user_photos/6627223,vk_user_photos/6627223/avatar.jpg,avatar.jpg,0.924161911,119,158,507,148,626,306,vk_face_scores/crops/vk_user_photos__6627223__avatar__face_00__score_0.9242.jpg
negative,face_dataset/data/negative/vk_user_photos/6627223/face_2.jpg,vk_user_photos/6627223,vk_user_photos/6627223/previous_avatar.jpg,previous_avatar.jpg,0.769798815,211,329,964,837,1175,1166,vk_face_scores/crops/vk_user_photos__6627223__previous_avatar__face_00__score_0.7698.jpg
negative,face_dataset/data/negative/vk_user_photos/7147638/face_1.jpg,vk_user_photos/7147638,vk_user_photos/7147638/avatar.jpg,avatar.jpg,0.877957582,278,348,616,99,894,447,vk_face_scores/crops/vk_user_photos__7147638__avatar__face_00__score_0.8780.jpg
negative,face_dataset/data/negative/vk_user_photos/7147638/face_2.jpg,vk_user_photos/7147638,vk_user_photos/7147638/previous_avatar.jpg,previous_avatar.jpg,0.690766037,544,611,266,106,810,717,vk_face_scores/crops/vk_user_photos__7147638__previous_avatar__face_00__score_0.6908.jpg
negative,face_dataset/data/negative/vk_user_photos/7148238/face_1.jpg,vk_user_photos/7148238,vk_user_photos/7148238/avatar.jpg,avatar.jpg,0.942555547,189,250,442,100,631,350,vk_face_scores/crops/vk_user_photos__7148238__avatar__face_00__score_0.9426.jpg
negative,face_dataset/data/negative/vk_user_photos/7148238/face_2.jpg,vk_user_photos/7148238,vk_user_photos/7148238/previous_avatar.jpg,previous_avatar.jpg,0.920579791,490,699,783,943,1273,1642,vk_face_scores/crops/vk_user_photos__7148238__previous_avatar__face_00__score_0.9206.jpg
negative,face_dataset/data/negative/vk_user_photos/7466442/face_1.jpg,vk_user_photos/7466442,vk_user_photos/7466442/avatar.jpg,avatar.jpg,0.938469529,150,207,1071,360,1221,567,vk_face_scores/crops/vk_user_photos__7466442__avatar__face_00__score_0.9385.jpg
negative,face_dataset/data/negative/vk_user_photos/7466442/face_2.jpg,vk_user_photos/7466442,vk_user_photos/7466442/previous_avatar.jpg,previous_avatar.jpg,0.907943964,501,713,529,62,1030,775,vk_face_scores/crops/vk_user_photos__7466442__previous_avatar__face_00__score_0.9079.jpg
negative,face_dataset/data/negative/vk_user_photos/8089547/face_1.jpg,vk_user_photos/8089547,vk_user_photos/8089547/avatar.jpg,avatar.jpg,0.908413529,48,63,533,453,581,516,vk_face_scores/crops/vk_user_photos__8089547__avatar__face_00__score_0.9084.jpg
negative,face_dataset/data/negative/vk_user_photos/9297827/face_1.jpg,vk_user_photos/9297827,vk_user_photos/9297827/avatar.jpg,avatar.jpg,0.883755565,69,86,1158,636,1227,722,vk_face_scores/crops/vk_user_photos__9297827__avatar__face_00__score_0.8838.jpg
negative,face_dataset/data/negative/vk_user_photos/9297827/face_2.jpg,vk_user_photos/9297827,vk_user_photos/9297827/previous_avatar.jpg,previous_avatar.jpg,0.888546228,530,550,135,0,665,550,vk_face_scores/crops/vk_user_photos__9297827__previous_avatar__face_00__score_0.8885.jpg
negative,face_dataset/data/negative/vk_user_photos/9597899/face_1.jpg,vk_user_photos/9597899,vk_user_photos/9597899/avatar.jpg,avatar.jpg,0.883435845,311,529,969,405,1280,934,vk_face_scores/crops/vk_user_photos__9597899__avatar__face_00__score_0.8834.jpg
negative,face_dataset/data/negative/vk_user_photos/9597899/face_2.jpg,vk_user_photos/9597899,vk_user_photos/9597899/previous_avatar.jpg,previous_avatar.jpg,0.779860198,811,1010,480,117,1291,1127,vk_face_scores/crops/vk_user_photos__9597899__previous_avatar__face_00__score_0.7799.jpg
negative,face_dataset/data/negative/vk_user_photos/9625433/face_1.jpg,vk_user_photos/9625433,vk_user_photos/9625433/previous_avatar.jpg,previous_avatar.jpg,0.925627351,430,655,161,196,591,851,vk_face_scores/crops/vk_user_photos__9625433__previous_avatar__face_00__score_0.9256.jpg
negative,face_dataset/data/negative/vk_user_photos/10575203/face_1.jpg,vk_user_photos/10575203,vk_user_photos/10575203/avatar.jpg,avatar.jpg,0.925830364,142,206,285,106,427,312,vk_face_scores/crops/vk_user_photos__10575203__avatar__face_00__score_0.9258.jpg
negative,face_dataset/data/negative/vk_user_photos/10575203/face_2.jpg,vk_user_photos/10575203,vk_user_photos/10575203/previous_avatar.jpg,previous_avatar.jpg,0.886119127,492,583,234,190,726,773,vk_face_scores/crops/vk_user_photos__10575203__previous_avatar__face_00__score_0.8861.jpg
negative,face_dataset/data/negative/vk_user_photos/10653558/face_1.jpg,vk_user_photos/10653558,vk_user_photos/10653558/avatar.jpg,avatar.jpg,0.885033190,177,186,959,724,1136,910,vk_face_scores/crops/vk_user_photos__10653558__avatar__face_00__score_0.8850.jpg
negative,face_dataset/data/negative/vk_user_photos/10653558/face_2.jpg,vk_user_photos/10653558,vk_user_photos/10653558/previous_avatar.jpg,previous_avatar.jpg,0.903956354,456,593,262,90,718,683,vk_face_scores/crops/vk_user_photos__10653558__previous_avatar__face_00__score_0.9040.jpg
negative,face_dataset/data/negative/vk_user_photos/10963895/face_1.jpg,vk_user_photos/10963895,vk_user_photos/10963895/previous_avatar.jpg,previous_avatar.jpg,0.762809515,266,327,60,498,326,825,vk_face_scores/crops/vk_user_photos__10963895__previous_avatar__face_00__score_0.7628.jpg
negative,face_dataset/data/negative/vk_user_photos/11176561/face_1.jpg,vk_user_photos/11176561,vk_user_photos/11176561/previous_avatar.jpg,previous_avatar.jpg,0.869396687,360,412,671,153,1031,565,vk_face_scores/crops/vk_user_photos__11176561__previous_avatar__face_00__score_0.8694.jpg
negative,face_dataset/data/negative/vk_user_photos/11344503/face_1.jpg,vk_user_photos/11344503,vk_user_photos/11344503/avatar.jpg,avatar.jpg,0.937869310,432,552,393,124,825,676,vk_face_scores/crops/vk_user_photos__11344503__avatar__face_00__score_0.9379.jpg
negative,face_dataset/data/negative/vk_user_photos/13017918/face_1.jpg,vk_user_photos/13017918,vk_user_photos/13017918/avatar.jpg,avatar.jpg,0.936205328,353,569,588,287,941,856,vk_face_scores/crops/vk_user_photos__13017918__avatar__face_00__score_0.9362.jpg
negative,face_dataset/data/negative/vk_user_photos/13017918/face_2.jpg,vk_user_photos/13017918,vk_user_photos/13017918/previous_avatar.jpg,previous_avatar.jpg,0.795806110,710,903,189,275,899,1178,vk_face_scores/crops/vk_user_photos__13017918__previous_avatar__face_00__score_0.7958.jpg
negative,face_dataset/data/negative/vk_user_photos/13094642/face_1.jpg,vk_user_photos/13094642,vk_user_photos/13094642/avatar.jpg,avatar.jpg,0.895786405,518,742,611,225,1129,967,vk_face_scores/crops/vk_user_photos__13094642__avatar__face_00__score_0.8958.jpg
negative,face_dataset/data/negative/vk_user_photos/13094642/face_2.jpg,vk_user_photos/13094642,vk_user_photos/13094642/previous_avatar.jpg,previous_avatar.jpg,0.786111176,538,691,861,526,1399,1217,vk_face_scores/crops/vk_user_photos__13094642__previous_avatar__face_00__score_0.7861.jpg
negative,face_dataset/data/negative/vk_user_photos/13397022/face_1.jpg,vk_user_photos/13397022,vk_user_photos/13397022/avatar.jpg,avatar.jpg,0.946494937,262,357,152,43,414,400,vk_face_scores/crops/vk_user_photos__13397022__avatar__face_00__score_0.9465.jpg
negative,face_dataset/data/negative/vk_user_photos/13397022/face_2.jpg,vk_user_photos/13397022,vk_user_photos/13397022/previous_avatar.jpg,previous_avatar.jpg,0.943972290,237,324,276,98,513,422,vk_face_scores/crops/vk_user_photos__13397022__previous_avatar__face_00__score_0.9440.jpg
negative,face_dataset/data/negative/vk_user_photos/13563299/face_1.jpg,vk_user_photos/13563299,vk_user_photos/13563299/avatar.jpg,avatar.jpg,0.947234511,336,407,356,562,692,969,vk_face_scores/crops/vk_user_photos__13563299__avatar__face_00__score_0.9472.jpg
negative,face_dataset/data/negative/vk_user_photos/14477924/face_1.jpg,vk_user_photos/14477924,vk_user_photos/14477924/avatar.jpg,avatar.jpg,0.858027339,355,413,183,26,538,439,vk_face_scores/crops/vk_user_photos__14477924__avatar__face_00__score_0.8580.jpg
negative,face_dataset/data/negative/vk_user_photos/14477924/face_2.jpg,vk_user_photos/14477924,vk_user_photos/14477924/previous_avatar.jpg,previous_avatar.jpg,0.906242251,391,496,231,0,622,496,vk_face_scores/crops/vk_user_photos__14477924__previous_avatar__face_00__score_0.9062.jpg
negative,face_dataset/data/negative/vk_user_photos/16521271/face_1.jpg,vk_user_photos/16521271,vk_user_photos/16521271/avatar.jpg,avatar.jpg,0.926232100,284,426,680,168,964,594,vk_face_scores/crops/vk_user_photos__16521271__avatar__face_00__score_0.9262.jpg
negative,face_dataset/data/negative/vk_user_photos/17176288/face_1.jpg,vk_user_photos/17176288,vk_user_photos/17176288/avatar.jpg,avatar.jpg,0.941218495,188,236,815,632,1003,868,vk_face_scores/crops/vk_user_photos__17176288__avatar__face_00__score_0.9412.jpg
negative,face_dataset/data/negative/vk_user_photos/17176288/face_2.jpg,vk_user_photos/17176288,vk_user_photos/17176288/previous_avatar.jpg,previous_avatar.jpg,0.761063337,714,854,1030,333,1744,1187,vk_face_scores/crops/vk_user_photos__17176288__previous_avatar__face_00__score_0.7611.jpg
negative,face_dataset/data/negative/vk_user_photos/17377690/face_1.jpg,vk_user_photos/17377690,vk_user_photos/17377690/avatar.jpg,avatar.jpg,0.920256555,179,261,156,121,335,382,vk_face_scores/crops/vk_user_photos__17377690__avatar__face_00__score_0.9203.jpg
negative,face_dataset/data/negative/vk_user_photos/17377690/face_2.jpg,vk_user_photos/17377690,vk_user_photos/17377690/previous_avatar.jpg,previous_avatar.jpg,0.864306927,608,867,540,382,1148,1249,vk_face_scores/crops/vk_user_photos__17377690__previous_avatar__face_00__score_0.8643.jpg
negative,face_dataset/data/negative/vk_user_photos/18216993/face_1.jpg,vk_user_photos/18216993,vk_user_photos/18216993/avatar.jpg,avatar.jpg,0.896564901,63,78,331,487,394,565,vk_face_scores/crops/vk_user_photos__18216993__avatar__face_00__score_0.8966.jpg
negative,face_dataset/data/negative/vk_user_photos/18216993/face_2.jpg,vk_user_photos/18216993,vk_user_photos/18216993/previous_avatar.jpg,previous_avatar.jpg,0.941373408,233,295,395,0,628,295,vk_face_scores/crops/vk_user_photos__18216993__previous_avatar__face_00__score_0.9414.jpg
negative,face_dataset/data/negative/vk_user_photos/18573994/face_1.jpg,vk_user_photos/18573994,vk_user_photos/18573994/avatar.jpg,avatar.jpg,0.925859451,499,644,293,38,792,682,vk_face_scores/crops/vk_user_photos__18573994__avatar__face_00__score_0.9259.jpg
negative,face_dataset/data/negative/vk_user_photos/18573994/face_2.jpg,vk_user_photos/18573994,vk_user_photos/18573994/previous_avatar.jpg,previous_avatar.jpg,0.941046417,353,466,261,220,614,686,vk_face_scores/crops/vk_user_photos__18573994__previous_avatar__face_00__score_0.9410.jpg
negative,face_dataset/data/negative/vk_user_photos/19208798/face_1.jpg,vk_user_photos/19208798,vk_user_photos/19208798/previous_avatar.jpg,previous_avatar.jpg,0.713272512,887,855,436,353,1323,1208,vk_face_scores/crops/vk_user_photos__19208798__previous_avatar__face_00__score_0.7133.jpg
negative,face_dataset/data/negative/vk_user_photos/19846384/face_1.jpg,vk_user_photos/19846384,vk_user_photos/19846384/avatar.jpg,avatar.jpg,0.926839709,491,653,146,248,637,901,vk_face_scores/crops/vk_user_photos__19846384__avatar__face_00__score_0.9268.jpg
negative,face_dataset/data/negative/vk_user_photos/19846384/face_2.jpg,vk_user_photos/19846384,vk_user_photos/19846384/previous_avatar.jpg,previous_avatar.jpg,0.907088101,308,292,613,316,921,608,vk_face_scores/crops/vk_user_photos__19846384__previous_avatar__face_00__score_0.9071.jpg
negative,face_dataset/data/negative/vk_user_photos/20386334/face_1.jpg,vk_user_photos/20386334,vk_user_photos/20386334/avatar.jpg,avatar.jpg,0.713072836,767,905,778,272,1545,1177,vk_face_scores/crops/vk_user_photos__20386334__avatar__face_00__score_0.7131.jpg
negative,face_dataset/data/negative/vk_user_photos/20386334/face_2.jpg,vk_user_photos/20386334,vk_user_photos/20386334/previous_avatar.jpg,previous_avatar.jpg,0.941164851,198,257,375,30,573,287,vk_face_scores/crops/vk_user_photos__20386334__previous_avatar__face_00__score_0.9412.jpg
negative,face_dataset/data/negative/vk_user_photos/20453322/face_1.jpg,vk_user_photos/20453322,vk_user_photos/20453322/previous_avatar.jpg,previous_avatar.jpg,0.920166910,233,369,957,298,1190,667,vk_face_scores/crops/vk_user_photos__20453322__previous_avatar__face_00__score_0.9202.jpg
negative,face_dataset/data/negative/vk_user_photos/21343614/face_1.jpg,vk_user_photos/21343614,vk_user_photos/21343614/avatar.jpg,avatar.jpg,0.923533618,228,289,396,172,624,461,vk_face_scores/crops/vk_user_photos__21343614__avatar__face_00__score_0.9235.jpg
negative,face_dataset/data/negative/vk_user_photos/22486789/face_1.jpg,vk_user_photos/22486789,vk_user_photos/22486789/avatar.jpg,avatar.jpg,0.834141076,657,825,640,661,1297,1486,vk_face_scores/crops/vk_user_photos__22486789__avatar__face_00__score_0.8341.jpg
negative,face_dataset/data/negative/vk_user_photos/22486789/face_2.jpg,vk_user_photos/22486789,vk_user_photos/22486789/previous_avatar.jpg,previous_avatar.jpg,0.933496654,306,423,384,184,690,607,vk_face_scores/crops/vk_user_photos__22486789__previous_avatar__face_00__score_0.9335.jpg
negative,face_dataset/data/negative/vk_user_photos/22505982/face_1.jpg,vk_user_photos/22505982,vk_user_photos/22505982/avatar.jpg,avatar.jpg,0.905453146,291,460,964,498,1255,958,vk_face_scores/crops/vk_user_photos__22505982__avatar__face_00__score_0.9055.jpg
negative,face_dataset/data/negative/vk_user_photos/22505982/face_2.jpg,vk_user_photos/22505982,vk_user_photos/22505982/previous_avatar.jpg,previous_avatar.jpg,0.666291237,655,1003,1088,638,1743,1641,vk_face_scores/crops/vk_user_photos__22505982__previous_avatar__face_00__score_0.6663.jpg
negative,face_dataset/data/negative/vk_user_photos/22757430/face_1.jpg,vk_user_photos/22757430,vk_user_photos/22757430/avatar.jpg,avatar.jpg,0.875833869,614,848,316,237,930,1085,vk_face_scores/crops/vk_user_photos__22757430__avatar__face_00__score_0.8758.jpg
negative,face_dataset/data/negative/vk_user_photos/22757430/face_2.jpg,vk_user_photos/22757430,vk_user_photos/22757430/previous_avatar.jpg,previous_avatar.jpg,0.912291825,469,691,344,414,813,1105,vk_face_scores/crops/vk_user_photos__22757430__previous_avatar__face_00__score_0.9123.jpg
negative,face_dataset/data/negative/vk_user_photos/23143588/face_1.jpg,vk_user_photos/23143588,vk_user_photos/23143588/avatar.jpg,avatar.jpg,0.890174329,655,798,829,556,1484,1354,vk_face_scores/crops/vk_user_photos__23143588__avatar__face_00__score_0.8902.jpg
negative,face_dataset/data/negative/vk_user_photos/23143588/face_2.jpg,vk_user_photos/23143588,vk_user_photos/23143588/previous_avatar.jpg,previous_avatar.jpg,0.904610932,176,200,810,435,986,635,vk_face_scores/crops/vk_user_photos__23143588__previous_avatar__face_00__score_0.9046.jpg
negative,face_dataset/data/negative/vk_user_photos/23799887/face_1.jpg,vk_user_photos/23799887,vk_user_photos/23799887/avatar.jpg,avatar.jpg,0.910087049,274,408,433,0,707,408,vk_face_scores/crops/vk_user_photos__23799887__avatar__face_00__score_0.9101.jpg
negative,face_dataset/data/negative/vk_user_photos/23799887/face_2.jpg,vk_user_photos/23799887,vk_user_photos/23799887/previous_avatar.jpg,previous_avatar.jpg,0.935400188,216,296,159,271,375,567,vk_face_scores/crops/vk_user_photos__23799887__previous_avatar__face_00__score_0.9354.jpg
negative,face_dataset/data/negative/vk_user_photos/25802046/face_1.jpg,vk_user_photos/25802046,vk_user_photos/25802046/avatar.jpg,avatar.jpg,0.804681480,198,218,516,115,714,333,vk_face_scores/crops/vk_user_photos__25802046__avatar__face_00__score_0.8047.jpg
negative,face_dataset/data/negative/vk_user_photos/25802046/face_2.jpg,vk_user_photos/25802046,vk_user_photos/25802046/previous_avatar.jpg,previous_avatar.jpg,0.707747936,458,620,339,673,797,1293,vk_face_scores/crops/vk_user_photos__25802046__previous_avatar__face_00__score_0.7077.jpg
negative,face_dataset/data/negative/vk_user_photos/25888794/face_1.jpg,vk_user_photos/25888794,vk_user_photos/25888794/avatar.jpg,avatar.jpg,0.825674295,665,669,305,251,970,920,vk_face_scores/crops/vk_user_photos__25888794__avatar__face_00__score_0.8257.jpg
negative,face_dataset/data/negative/vk_user_photos/25888794/face_2.jpg,vk_user_photos/25888794,vk_user_photos/25888794/previous_avatar.jpg,previous_avatar.jpg,0.880087614,453,510,338,231,791,741,vk_face_scores/crops/vk_user_photos__25888794__previous_avatar__face_00__score_0.8801.jpg
negative,face_dataset/data/negative/vk_user_photos/26554563/face_1.jpg,vk_user_photos/26554563,vk_user_photos/26554563/avatar.jpg,avatar.jpg,0.917019188,268,444,105,122,373,566,vk_face_scores/crops/vk_user_photos__26554563__avatar__face_00__score_0.9170.jpg
negative,face_dataset/data/negative/vk_user_photos/26554563/face_2.jpg,vk_user_photos/26554563,vk_user_photos/26554563/previous_avatar.jpg,previous_avatar.jpg,0.795988739,452,603,262,34,714,637,vk_face_scores/crops/vk_user_photos__26554563__previous_avatar__face_00__score_0.7960.jpg
negative,face_dataset/data/negative/vk_user_photos/26884310/face_1.jpg,vk_user_photos/26884310,vk_user_photos/26884310/avatar.jpg,avatar.jpg,0.925157607,438,540,470,810,908,1350,vk_face_scores/crops/vk_user_photos__26884310__avatar__face_00__score_0.9252.jpg
negative,face_dataset/data/negative/vk_user_photos/26884310/face_2.jpg,vk_user_photos/26884310,vk_user_photos/26884310/previous_avatar.jpg,previous_avatar.jpg,0.933729947,272,436,818,493,1090,929,vk_face_scores/crops/vk_user_photos__26884310__previous_avatar__face_00__score_0.9337.jpg
