label,dataset_path,source_dir,source_path,source_name,score,crop_width,crop_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,original_crop_path
positive,face_dataset/data/positive/akykla/aleksa/face_12.jpg,data/akykla/aleksa,data/akykla/aleksa/656311.jpg,656311.jpg,0.933332264,235,294,171,192,406,486,face_scores/crops/data__akykla__aleksa__656311__face_00__score_0.9333.jpg
positive,face_dataset/data/positive/akykla/aleksa/face_13.jpg,data/akykla/aleksa,data/akykla/aleksa/944458.jpg,944458.jpg,0.919971049,108,144,330,93,438,237,face_scores/crops/data__akykla__aleksa__944458__face_00__score_0.9200.jpg
positive,face_dataset/data/positive/akykla/aleksa/face_14.jpg,data/akykla/aleksa,data/akykla/aleksa/9521.jpg,9521.jpg,0.934746563,214,293,176,114,390,407,face_scores/crops/data__akykla__aleksa__9521__face_00__score_0.9347.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_1.jpg,data/akykla/aleksandra,data/akykla/aleksandra/172393.jpg,172393.jpg,0.922112823,126,171,181,74,307,245,face_scores/crops/data__akykla__aleksandra__172393__face_00__score_0.9221.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_2.jpg,data/akykla/aleksandra,data/akykla/aleksandra/395355.jpg,395355.jpg,0.741819203,114,141,215,78,329,219,face_scores/crops/data__akykla__aleksandra__395355__face_00__score_0.7418.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_3.jpg,data/akykla/aleksandra,data/akykla/aleksandra/418610.jpg,418610.jpg,0.840304852,173,255,136,53,309,308,face_scores/crops/data__akykla__aleksandra__418610__face_00__score_0.8403.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_4.jpg,data/akykla/aleksandra,data/akykla/aleksandra/527039.jpg,527039.jpg,0.908912182,100,114,172,8,272,122,face_scores/crops/data__akykla__aleksandra__527039__face_00__score_0.9089.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_5.jpg,data/akykla/aleksandra,data/akykla/aleksandra/730194.jpg,730194.jpg,0.912786722,62,86,35,148,97,234,face_scores/crops/data__akykla__aleksandra__730194__face_00__score_0.9128.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_6.jpg,data/akykla/aleksandra,data/akykla/aleksandra/802063.jpg,802063.jpg,0.883065701,74,101,411,238,485,339,face_scores/crops/data__akykla__aleksandra__802063__face_00__score_0.8831.jpg
positive,face_dataset/data/positive/akykla/aleksandra/face_7.jpg,data/akykla/aleksandra,data/akykla/aleksandra/923584.jpg,923584.jpg,0.924003303,197,226,167,56,364,282,face_scores/crops/data__akykla__aleksandra__923584__face_00__score_0.9240.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_1.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/460998.jpg,460998.jpg,0.915985405,138,186,218,121,356,307,face_scores/crops/data__akykla__aleksandra1__460998__face_00__score_0.9160.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_2.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/533600.jpg,533600.jpg,0.889121950,80,115,479,188,559,303,face_scores/crops/data__akykla__aleksandra1__533600__face_00__score_0.8891.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_3.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/561646.jpg,561646.jpg,0.769387662,127,193,159,73,286,266,face_scores/crops/data__akykla__aleksandra1__561646__face_00__score_0.7694.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_4.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/620819.jpg,620819.jpg,0.894780993,147,264,143,10,290,274,face_scores/crops/data__akykla__aleksandra1__620819__face_00__score_0.8948.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_5.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/844330.jpg,844330.jpg,0.917289615,113,170,203,165,316,335,face_scores/crops/data__akykla__aleksandra1__844330__face_00__score_0.9173.jpg
positive,face_dataset/data/positive/akykla/aleksandra1/face_6.jpg,data/akykla/aleksandra1,data/akykla/aleksandra1/986817.jpg,986817.jpg,0.905632377,75,102,235,141,310,243,face_scores/crops/data__akykla__aleksandra1__986817__face_00__score_0.9056.jpg
positive,face_dataset/data/positive/akykla/aleksandra2/face_1.jpg,data/akykla/aleksandra2,data/akykla/aleksandra2/691406.jpg,691406.jpg,0.931809068,123,174,205,72,328,246,face_scores/crops/data__akykla__aleksandra2__691406__face_00__score_0.9318.jpg
positive,face_dataset/data/positive/akykla/aleksandra2/face_2.jpg,data/akykla/aleksandra2,data/akykla/aleksandra2/740021.jpg,740021.jpg,0.932723463,84,120,213,58,297,178,face_scores/crops/data__akykla__aleksandra2__740021__face_00__score_0.9327.jpg
positive,face_dataset/data/positive/akykla/alina/face_1.jpg,data/akykla/alina,data/akykla/alina/355522.jpg,355522.jpg,0.878987074,362,378,345,74,707,452,face_scores/crops/data__akykla__alina__355522__face_00__score_0.8790.jpg
positive,face_dataset/data/positive/akykla/alina/face_2.jpg,data/akykla/alina,data/akykla/alina/42232.jpg,42232.jpg,0.933943987,298,404,324,192,622,596,face_scores/crops/data__akykla__alina__42232__face_00__score_0.9339.jpg
positive,face_dataset/data/positive/akykla/alina/face_3.jpg,data/akykla/alina,data/akykla/alina/477926.jpg,477926.jpg,0.907680929,256,364,468,107,724,471,face_scores/crops/data__akykla__alina__477926__face_00__score_0.9077.jpg
positive,face_dataset/data/positive/akykla/alina/face_4.jpg,data/akykla/alina,data/akykla/alina/989113.jpg,989113.jpg,0.930704415,102,133,385,409,487,542,face_scores/crops/data__akykla__alina__989113__face_00__score_0.9307.jpg
positive,face_dataset/data/positive/akykla/alina1/face_1.jpg,data/akykla/alina1,data/akykla/alina1/34393.jpg,34393.jpg,0.926421285,160,206,126,62,286,268,face_scores/crops/data__akykla__alina1__34393__face_00__score_0.9264.jpg
positive,face_dataset/data/positive/akykla/alina1/face_2.jpg,data/akykla/alina1,data/akykla/alina1/557861.jpg,557861.jpg,0.860695481,106,105,596,134,702,239,face_scores/crops/data__akykla__alina1__557861__face_00__score_0.8607.jpg
positive,face_dataset/data/positive/akykla/alina1/face_3.jpg,data/akykla/alina1,data/akykla/alina1/558624.jpg,558624.jpg,0.912907600,96,119,53,31,149,150,face_scores/crops/data__akykla__alina1__558624__face_00__score_0.9129.jpg
positive,face_dataset/data/positive/akykla/alina1/face_4.jpg,data/akykla/alina1,data/akykla/alina1/876160.jpg,876160.jpg,0.836893618,120,140,46,2,166,142,face_scores/crops/data__akykla__alina1__876160__face_00__score_0.8369.jpg
positive,face_dataset/data/positive/akykla/alina2/face_1.jpg,data/akykla/alina2,data/akykla/alina2/178711.jpg,178711.jpg,0.944846034,167,227,169,70,336,297,face_scores/crops/data__akykla__alina2__178711__face_00__score_0.9448.jpg
positive,face_dataset/data/positive/akykla/alina2/face_2.jpg,data/akykla/alina2,data/akykla/alina2/356232.jpg,356232.jpg,0.855627656,78,101,555,69,633,170,face_scores/crops/data__akykla__alina2__356232__face_00__score_0.8556.jpg
positive,face_dataset/data/positive/akykla/alina2/face_3.jpg,data/akykla/alina2,data/akykla/alina2/427978.jpg,427978.jpg,0.924959123,133,192,218,96,351,288,face_scores/crops/data__akykla__alina2__427978__face_00__score_0.9250.jpg
positive,face_dataset/data/positive/akykla/alina2/face_4.jpg,data/akykla/alina2,data/akykla/alina2/440369.jpg,440369.jpg,0.921212792,124,149,205,121,329,270,face_scores/crops/data__akykla__alina2__440369__face_00__score_0.9212.jpg
positive,face_dataset/data/positive/akykla/alina2/face_5.jpg,data/akykla/alina2,data/akykla/alina2/508179.jpg,508179.jpg,0.916987956,126,159,191,124,317,283,face_scores/crops/data__akykla__alina2__508179__face_00__score_0.9170.jpg
positive,face_dataset/data/positive/akykla/alina2/face_6.jpg,data/akykla/alina2,data/akykla/alina2/525604.jpg,525604.jpg,0.922399640,120,163,477,119,597,282,face_scores/crops/data__akykla__alina2__525604__face_00__score_0.9224.jpg
positive,face_dataset/data/positive/akykla/alina2/face_7.jpg,data/akykla/alina2,data/akykla/alina2/600678.jpg,600678.jpg,0.920569718,103,138,194,138,297,276,face_scores/crops/data__akykla__alina2__600678__face_00__score_0.9206.jpg
positive,face_dataset/data/positive/akykla/alina2/face_8.jpg,data/akykla/alina2,data/akykla/alina2/658173.jpg,658173.jpg,0.910335004,99,115,139,85,238,200,face_scores/crops/data__akykla__alina2__658173__face_00__score_0.9103.jpg
positive,face_dataset/data/positive/akykla/alina2/face_9.jpg,data/akykla/alina2,data/akykla/alina2/727112.jpg,727112.jpg,0.918309033,81,101,200,139,281,240,face_scores/crops/data__akykla__alina2__727112__face_00__score_0.9183.jpg
positive,face_dataset/data/positive/akykla/alina2/face_10.jpg,data/akykla/alina2,data/akykla/alina2/738465.jpg,738465.jpg,0.921461999,152,233,146,16,298,249,face_scores/crops/data__akykla__alina2__738465__face_00__score_0.9215.jpg
positive,face_dataset/data/positive/akykla/alina2/face_11.jpg,data/akykla/alina2,data/akykla/alina2/786042.jpg,786042.jpg,0.918090343,110,148,267,36,377,184,face_scores/crops/data__akykla__alina2__786042__face_00__score_0.9181.jpg
positive,face_dataset/data/positive/akykla/alina2/face_12.jpg,data/akykla/alina2,data/akykla/alina2/80719.jpg,80719.jpg,0.931880295,107,133,202,173,309,306,face_scores/crops/data__akykla__alina2__80719__face_00__score_0.9319.jpg
positive,face_dataset/data/positive/akykla/alina2/face_13.jpg,data/akykla/alina2,data/akykla/alina2/901398.jpg,901398.jpg,0.912403107,147,191,174,150,321,341,face_scores/crops/data__akykla__alina2__901398__face_00__score_0.9124.jpg
positive,face_dataset/data/positive/akykla/alina2/face_14.jpg,data/akykla/alina2,data/akykla/alina2/933228.jpg,933228.jpg,0.935987115,101,131,83,47,184,178,face_scores/crops/data__akykla__alina2__933228__face_00__score_0.9360.jpg
positive,face_dataset/data/positive/akykla/alina3/face_1.jpg,data/akykla/alina3,data/akykla/alina3/160186.jpg,160186.jpg,0.836036980,65,102,217,73,282,175,face_scores/crops/data__akykla__alina3__160186__face_00__score_0.8360.jpg
positive,face_dataset/data/positive/akykla/alina3/face_2.jpg,data/akykla/alina3,data/akykla/alina3/198456.jpg,198456.jpg,0.815373421,108,198,512,154,620,352,face_scores/crops/data__akykla__alina3__198456__face_00__score_0.8154.jpg
positive,face_dataset/data/positive/akykla/alina3/face_3.jpg,data/akykla/alina3,data/akykla/alina3/222656.jpg,222656.jpg,0.738944769,94,169,197,104,291,273,face_scores/crops/data__akykla__alina3__222656__face_00__score_0.7389.jpg
positive,face_dataset/data/positive/akykla/alina3/face_4.jpg,data/akykla/alina3,data/akykla/alina3/446472.jpg,446472.jpg,0.928696215,154,214,71,95,225,309,face_scores/crops/data__akykla__alina3__446472__face_00__score_0.9287.jpg
positive,face_dataset/data/positive/akykla/alina3/face_5.jpg,data/akykla/alina3,data/akykla/alina3/513245.jpg,513245.jpg,0.916269064,98,163,121,152,219,315,face_scores/crops/data__akykla__alina3__513245__face_00__score_0.9163.jpg
positive,face_dataset/data/positive/akykla/alina3/face_6.jpg,data/akykla/alina3,data/akykla/alina3/554627.jpg,554627.jpg,0.935107112,86,112,546,142,632,254,face_scores/crops/data__akykla__alina3__554627__face_00__score_0.9351.jpg
positive,face_dataset/data/positive/akykla/alina3/face_7.jpg,data/akykla/alina3,data/akykla/alina3/646271.jpg,646271.jpg,0.929653525,198,236,35,102,233,338,face_scores/crops/data__akykla__alina3__646271__face_00__score_0.9297.jpg
positive,face_dataset/data/positive/akykla/alina3/face_8.jpg,data/akykla/alina3,data/akykla/alina3/774048.jpg,774048.jpg,0.942581356,184,221,63,98,247,319,face_scores/crops/data__akykla__alina3__774048__face_00__score_0.9426.jpg
positive,face_dataset/data/positive/akykla/alina3/face_9.jpg,data/akykla/alina3,data/akykla/alina3/789154.jpg,789154.jpg,0.927087188,98,132,103,137,201,269,face_scores/crops/data__akykla__alina3__789154__face_00__score_0.9271.jpg
positive,face_dataset/data/positive/akykla/alina3/face_10.jpg,data/akykla/alina3,data/akykla/alina3/935456.jpg,935456.jpg,0.950196922,257,327,118,69,375,396,face_scores/crops/data__akykla__alina3__935456__face_00__score_0.9502.jpg
positive,face_dataset/data/positive/akykla/alisa/face_1.jpg,data/akykla/alisa,data/akykla/alisa/17974.jpg,17974.jpg,0.906001985,113,162,193,129,306,291,face_scores/crops/data__akykla__alisa__17974__face_00__score_0.9060.jpg
positive,face_dataset/data/positive/akykla/alisa/face_2.jpg,data/akykla/alisa,data/akykla/alisa/257873.jpg,257873.jpg,0.920052469,129,188,188,58,317,246,face_scores/crops/data__akykla__alisa__257873__face_00__score_0.9201.jpg
positive,face_dataset/data/positive/akykla/alisa/face_3.jpg,data/akykla/alisa,data/akykla/alisa/483520.jpg,483520.jpg,0.912643254,123,185,215,71,338,256,face_scores/crops/data__akykla__alisa__483520__face_00__score_0.9126.jpg
positive,face_dataset/data/positive/akykla/alisa/face_4.jpg,data/akykla/alisa,data/akykla/alisa/703705.jpg,703705.jpg,0.920144916,119,170,174,76,293,246,face_scores/crops/data__akykla__alisa__703705__face_00__score_0.9201.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_1.jpg,data/akykla/anastasiya,data/akykla/anastasiya/258484.jpg,258484.jpg,0.920530260,70,83,481,148,551,231,face_scores/crops/data__akykla__anastasiya__258484__face_00__score_0.9205.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_2.jpg,data/akykla/anastasiya,data/akykla/anastasiya/30639.jpg,30639.jpg,0.913175642,72,97,203,171,275,268,face_scores/crops/data__akykla__anastasiya__30639__face_00__score_0.9132.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_3.jpg,data/akykla/anastasiya,data/akykla/anastasiya/330383.jpg,330383.jpg,0.905156672,75,86,204,217,279,303,face_scores/crops/data__akykla__anastasiya__330383__face_00__score_0.9052.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_4.jpg,data/akykla/anastasiya,data/akykla/anastasiya/409576.jpg,409576.jpg,0.921871185,60,80,267,127,327,207,face_scores/crops/data__akykla__anastasiya__409576__face_00__score_0.9219.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_5.jpg,data/akykla/anastasiya,data/akykla/anastasiya/442444.jpg,442444.jpg,0.924479604,56,80,225,200,281,280,face_scores/crops/data__akykla__anastasiya__442444__face_00__score_0.9245.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_6.jpg,data/akykla/anastasiya,data/akykla/anastasiya/482269.jpg,482269.jpg,0.925830483,69,93,441,238,510,331,face_scores/crops/data__akykla__anastasiya__482269__face_00__score_0.9258.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_7.jpg,data/akykla/anastasiya,data/akykla/anastasiya/528961.jpg,528961.jpg,0.924388170,74,90,198,216,272,306,face_scores/crops/data__akykla__anastasiya__528961__face_00__score_0.9244.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_8.jpg,data/akykla/anastasiya,data/akykla/anastasiya/785279.jpg,785279.jpg,0.924268961,103,122,267,209,370,331,face_scores/crops/data__akykla__anastasiya__785279__face_00__score_0.9243.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_9.jpg,data/akykla/anastasiya,data/akykla/anastasiya/798371.jpg,798371.jpg,0.911631465,105,119,211,219,316,338,face_scores/crops/data__akykla__anastasiya__798371__face_00__score_0.9116.jpg
positive,face_dataset/data/positive/akykla/anastasiya/face_10.jpg,data/akykla/anastasiya,data/akykla/anastasiya/897217.jpg,897217.jpg,0.922088861,53,65,288,96,341,161,face_scores/crops/data__akykla__anastasiya__897217__face_00__score_0.9221.jpg
positive,face_dataset/data/positive/akykla/anna/face_1.jpg,data/akykla/anna,data/akykla/anna/215599.jpg,215599.jpg,0.933712780,137,194,517,100,654,294,face_scores/crops/data__akykla__anna__215599__face_00__score_0.9337.jpg
positive,face_dataset/data/positive/akykla/anna/face_2.jpg,data/akykla/anna,data/akykla/anna/381389.jpg,381389.jpg,0.898580670,189,219,231,431,420,650,face_scores/crops/data__akykla__anna__381389__face_00__score_0.8986.jpg
positive,face_dataset/data/positive/akykla/anna/face_3.jpg,data/akykla/anna,data/akykla/anna/955112.jpg,955112.jpg,0.880158186,564,790,0,157,564,947,face_scores/crops/data__akykla__anna__955112__face_00__score_0.8802.jpg
positive,face_dataset/data/positive/akykla/arina/face_1.jpg,data/akykla/arina,data/akykla/arina/262634.jpg,262634.jpg,0.914236486,152,183,195,29,347,212,face_scores/crops/data__akykla__arina__262634__face_00__score_0.9142.jpg
positive,face_dataset/data/positive/akykla/arina/face_2.jpg,data/akykla/arina,data/akykla/arina/285126.jpg,285126.jpg,0.940273464,102,135,253,51,355,186,face_scores/crops/data__akykla__arina__285126__face_00__score_0.9403.jpg
positive,face_dataset/data/positive/akykla/arina/face_3.jpg,data/akykla/arina,data/akykla/arina/450500.jpg,450500.jpg,0.917538464,142,184,223,41,365,225,face_scores/crops/data__akykla__arina__450500__face_00__score_0.9175.jpg
positive,face_dataset/data/positive/akykla/arina/face_4.jpg,data/akykla/arina,data/akykla/arina/75042.jpg,75042.jpg,0.927209318,120,160,207,49,327,209,face_scores/crops/data__akykla__arina__75042__face_00__score_0.9272.jpg
positive,face_dataset/data/positive/akykla/arina/face_5.jpg,data/akykla/arina,data/akykla/arina/846070.jpg,846070.jpg,0.906387508,128,171,208,35,336,206,face_scores/crops/data__akykla__arina__846070__face_00__score_0.9064.jpg
positive,face_dataset/data/positive/akykla/arina/face_6.jpg,data/akykla/arina,data/akykla/arina/910798.jpg,910798.jpg,0.854406536,96,116,638,168,734,284,face_scores/crops/data__akykla__arina__910798__face_00__score_0.8544.jpg
positive,face_dataset/data/positive/akykla/arina1/face_1.jpg,data/akykla/arina1,data/akykla/arina1/173248.jpg,173248.jpg,0.927142739,101,144,221,165,322,309,face_scores/crops/data__akykla__arina1__173248__face_00__score_0.9271.jpg
positive,face_dataset/data/positive/akykla/arina1/face_2.jpg,data/akykla/arina1,data/akykla/arina1/174530.jpg,174530.jpg,0.894864023,61,77,301,233,362,310,face_scores/crops/data__akykla__arina1__174530__face_00__score_0.8949.jpg
positive,face_dataset/data/positive/akykla/arina1/face_3.jpg,data/akykla/arina1,data/akykla/arina1/416138.jpg,416138.jpg,0.906447887,66,94,229,209,295,303,face_scores/crops/data__akykla__arina1__416138__face_00__score_0.9064.jpg
positive,face_dataset/data/positive/akykla/arina1/face_4.jpg,data/akykla/arina1,data/akykla/arina1/507416.jpg,507416.jpg,0.831717253,49,91,311,62,360,153,face_scores/crops/data__akykla__arina1__507416__face_00__score_0.8317.jpg
positive,face_dataset/data/positive/akykla/arina1/face_5.jpg,data/akykla/arina1,data/akykla/arina1/59997.jpg,59997.jpg,0.813441932,191,206,157,144,348,350,face_scores/crops/data__akykla__arina1__59997__face_00__score_0.8134.jpg
positive,face_dataset/data/positive/akykla/arina1/face_6.jpg,data/akykla/arina1,data/akykla/arina1/763184.jpg,763184.jpg,0.907633722,61,85,249,152,310,237,face_scores/crops/data__akykla__arina1__763184__face_00__score_0.9076.jpg
positive,face_dataset/data/positive/akykla/arina1/face_7.jpg,data/akykla/arina1,data/akykla/arina1/813752.jpg,813752.jpg,0.910066783,135,189,200,106,335,295,face_scores/crops/data__akykla__arina1__813752__face_00__score_0.9101.jpg
positive,face_dataset/data/positive/akykla/elena/face_1.jpg,data/akykla/elena,data/akykla/elena/32379.jpg,32379.jpg,0.889692605,82,110,331,94,413,204,face_scores/crops/data__akykla__elena__32379__face_00__score_0.8897.jpg
positive,face_dataset/data/positive/akykla/elena/face_2.jpg,data/akykla/elena,data/akykla/elena/331329.jpg,331329.jpg,0.923531651,71,93,506,132,577,225,face_scores/crops/data__akykla__elena__331329__face_00__score_0.9235.jpg
positive,face_dataset/data/positive/akykla/elena/face_3.jpg,data/akykla/elena,data/akykla/elena/452942.jpg,452942.jpg,0.920602798,92,132,224,89,316,221,face_scores/crops/data__akykla__elena__452942__face_00__score_0.9206.jpg
positive,face_dataset/data/positive/akykla/elena/face_4.jpg,data/akykla/elena,data/akykla/elena/476013.jpg,476013.jpg,0.910248816,51,65,194,306,245,371,face_scores/crops/data__akykla__elena__476013__face_00__score_0.9102.jpg
positive,face_dataset/data/positive/akykla/elena/face_5.jpg,data/akykla/elena,data/akykla/elena/500854.jpg,500854.jpg,0.913664401,59,81,246,130,305,211,face_scores/crops/data__akykla__elena__500854__face_00__score_0.9137.jpg
positive,face_dataset/data/positive/akykla/elena/face_6.jpg,data/akykla/elena,data/akykla/elena/91156.jpg,91156.jpg,0.877818882,78,88,249,116,327,204,face_scores/crops/data__akykla__elena__91156__face_00__score_0.8778.jpg
positive,face_dataset/data/positive/akykla/elena1/face_1.jpg,data/akykla/elena1,data/akykla/elena1/172485.jpg,172485.jpg,0.896700382,82,109,220,73,302,182,face_scores/crops/data__akykla__elena1__172485__face_00__score_0.8967.jpg
positive,face_dataset/data/positive/akykla/elena1/face_2.jpg,data/akykla/elena1,data/akykla/elena1/31402.jpg,31402.jpg,0.905725956,99,118,219,73,318,191,face_scores/crops/data__akykla__elena1__31402__face_00__score_0.9057.jpg
positive,face_dataset/data/positive/akykla/elena1/face_3.jpg,data/akykla/elena1,data/akykla/elena1/339111.jpg,339111.jpg,0.912741244,76,102,240,40,316,142,face_scores/crops/data__akykla__elena1__339111__face_00__score_0.9127.jpg
positive,face_dataset/data/positive/akykla/elena1/face_4.jpg,data/akykla/elena1,data/akykla/elena1/349182.jpg,349182.jpg,0.913634777,105,131,191,62,296,193,face_scores/crops/data__akykla__elena1__349182__face_00__score_0.9136.jpg
positive,face_dataset/data/positive/akykla/elena1/face_5.jpg,data/akykla/elena1,data/akykla/elena1/365143.jpg,365143.jpg,0.925421417,202,287,219,99,421,386,face_scores/crops/data__akykla__elena1__365143__face_00__score_0.9254.jpg
positive,face_dataset/data/positive/akykla/elena1/face_6.jpg,data/akykla/elena1,data/akykla/elena1/440643.jpg,440643.jpg,0.893159688,101,123,283,51,384,174,face_scores/crops/data__akykla__elena1__440643__face_00__score_0.8932.jpg
positive,face_dataset/data/positive/akykla/elena1/face_7.jpg,data/akykla/elena1,data/akykla/elena1/488617.jpg,488617.jpg,0.805341244,136,193,204,0,340,193,face_scores/crops/data__akykla__elena1__488617__face_00__score_0.8053.jpg
positive,face_dataset/data/positive/akykla/elena1/face_8.jpg,data/akykla/elena1,data/akykla/elena1/714874.jpg,714874.jpg,0.803227127,97,159,583,40,680,199,face_scores/crops/data__akykla__elena1__714874__face_00__score_0.8032.jpg
positive,face_dataset/data/positive/akykla/elena1/face_9.jpg,data/akykla/elena1,data/akykla/elena1/846497.jpg,846497.jpg,0.914411962,99,134,241,74,340,208,face_scores/crops/data__akykla__elena1__846497__face_00__score_0.9144.jpg
positive,face_dataset/data/positive/akykla/elena1/face_10.jpg,data/akykla/elena1,data/akykla/elena1/907410.jpg,907410.jpg,0.938993394,132,208,229,67,361,275,face_scores/crops/data__akykla__elena1__907410__face_00__score_0.9390.jpg
positive,face_dataset/data/positive/akykla/elena2/face_1.jpg,data/akykla/elena2,data/akykla/elena2/230316.jpg,230316.jpg,0.921659172,147,189,110,17,257,206,face_scores/crops/data__akykla__elena2__230316__face_00__score_0.9217.jpg
positive,face_dataset/data/positive/akykla/elena2/face_2.jpg,data/akykla/elena2,data/akykla/elena2/343292.jpg,343292.jpg,0.791729271,126,130,611,0,737,130,face_scores/crops/data__akykla__elena2__343292__face_00__score_0.7917.jpg
positive,face_dataset/data/positive/akykla/elena2/face_3.jpg,data/akykla/elena2,data/akykla/elena2/355133.jpg,355133.jpg,0.867947698,97,147,238,7,335,154,face_scores/crops/data__akykla__elena2__355133__face_00__score_0.8679.jpg
positive,face_dataset/data/positive/akykla/elena2/face_4.jpg,data/akykla/elena2,data/akykla/elena2/383118.jpg,383118.jpg,0.922797620,160,244,144,49,304,293,face_scores/crops/data__akykla__elena2__383118__face_00__score_0.9228.jpg
positive,face_dataset/data/positive/akykla/elena2/face_5.jpg,data/akykla/elena2,data/akykla/elena2/434326.jpg,434326.jpg,0.895471931,162,182,45,56,207,238,face_scores/crops/data__akykla__elena2__434326__face_00__score_0.8955.jpg
positive,face_dataset/data/positive/akykla/elena2/face_6.jpg,data/akykla/elena2,data/akykla/elena2/456024.jpg,456024.jpg,0.935312510,152,210,516,98,668,308,face_scores/crops/data__akykla__elena2__456024__face_00__score_0.9353.jpg
positive,face_dataset/data/positive/akykla/elena2/face_7.jpg,data/akykla/elena2,data/akykla/elena2/654968.jpg,654968.jpg,0.788545132,101,112,224,158,325,270,face_scores/crops/data__akykla__elena2__654968__face_00__score_0.7885.jpg
positive,face_dataset/data/positive/akykla/elena2/face_8.jpg,data/akykla/elena2,data/akykla/elena2/773377.jpg,773377.jpg,0.933990717,154,213,167,24,321,237,face_scores/crops/data__akykla__elena2__773377__face_00__score_0.9340.jpg
